"","X","PID","index","time_elapsed","block","stimulus_id","reward_type","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","register_reward_acc"
"1",1,"1ae5n",0,668185,1,1,-1,0,1.351,NA,NA,NA
"2",2,"1ae5n",1,673731,1,41,-1,0,1.005,-1,0.611,1
"3",3,"1ae5n",10,706541,1,39,1,146,0.646,1,0.655,1
"4",4,"1ae5n",11,709913,1,37,1,159,0.337,1,0.813,1
"5",5,"1ae5n",12,713475,1,17,-1,0,0.53,-1,0.683,1
"6",6,"1ae5n",13,716952,1,46,-1,0,0.446,-1,0.633,1
"7",7,"1ae5n",14,720429,1,40,1,145,0.445,1,0.521,1
"8",8,"1ae5n",15,723923,1,2,1,154,0.461,1,0.682,1
"9",9,"1ae5n",16,727362,1,24,-1,0,0.395,-1,0.594,1
"10",10,"1ae5n",17,730763,1,39,1,146,0.38,1,1.098,1
"11",11,"1ae5n",18,734319,1,17,-1,0,0.517,-1,0.798,1
"12",12,"1ae5n",19,737747,1,7,1,154,0.388,1,0.351,1
"13",13,"1ae5n",2,677417,1,8,1,150,0.645,1,0.81,1
"14",14,"1ae5n",20,741370,1,36,-1,0,0.591,-1,0.486,1
"15",15,"1ae5n",21,744680,1,46,-1,0,0.268,-1,0.684,1
"16",16,"1ae5n",22,748203,1,8,1,150,0.501,1,0.884,1
"17",17,"1ae5n",23,751882,1,7,1,154,0.64,1,0.657,1
"18",18,"1ae5n",24,757568,2,41,-1,0,0.409,-1,0.652,1
"19",19,"1ae5n",25,760830,2,37,1,159,0.227,1,0.532,1
"20",20,"1ae5n",26,764312,2,1,-1,0,0.445,-1,0.517,1
"21",21,"1ae5n",27,767591,2,39,1,146,0.25,1,0.498,1
"22",22,"1ae5n",28,770939,2,46,-1,0,0.32,-1,0.572,1
"23",23,"1ae5n",29,774463,2,41,-1,0,0.495,-1,0.519,1
"24",24,"1ae5n",3,680975,1,41,-1,0,0.527,-1,0.585,1
"25",25,"1ae5n",30,778130,2,36,-1,0,0.633,-1,0.326,1
"26",26,"1ae5n",31,781541,2,46,-1,0,0.376,-1,0.335,1
"27",27,"1ae5n",32,784958,2,24,-1,0,0.384,-1,0.49,1
"28",28,"1ae5n",33,788416,2,36,-1,0,0.417,-1,0.395,1
"29",29,"1ae5n",34,791864,2,37,1,159,0.401,1,0.58,1
"30",30,"1ae5n",35,795650,2,17,-1,0,0.761,-1,0.49,1
"31",31,"1ae5n",36,799076,2,1,-1,0,0.388,-1,0.607,1
"32",32,"1ae5n",37,802528,2,8,1,150,0.424,1,0.448,1
"33",33,"1ae5n",38,806086,2,7,1,154,0.53,1,0.489,1
"34",34,"1ae5n",39,809445,2,24,-1,0,0.319,-1,0.618,1
"35",35,"1ae5n",4,684522,1,1,-1,0,0.513,-1,0.717,1
"36",36,"1ae5n",40,812984,2,2,1,154,0.502,1,0.509,1
"37",37,"1ae5n",41,816461,2,7,1,154,0.446,1,0.921,1
"38",38,"1ae5n",42,819926,2,39,1,146,0.432,1,0.505,1
"39",39,"1ae5n",43,823269,2,8,1,150,0.312,1,0.492,1
"40",40,"1ae5n",44,826817,2,40,1,145,0.503,1,0.42,1
"41",41,"1ae5n",45,830246,2,2,1,154,0.392,1,0.372,1
"42",42,"1ae5n",46,833636,2,17,-1,0,0.353,-1,0.527,1
"43",43,"1ae5n",47,837076,2,40,1,145,0.392,1,0.81,1
"44",44,"1ae5n",48,856689,3,1,-1,0,1.117,-1,1.01,1
"45",45,"1ae5n",49,860497,3,46,-1,0,0.768,-1,0.5,1
"46",46,"1ae5n",5,688264,1,2,1,154,0.713,1,0.511,1
"47",47,"1ae5n",50,863952,3,41,-1,0,0.42,-1,0.595,1
"48",48,"1ae5n",51,867255,3,36,-1,0,0.278,-1,0.38,1
"49",49,"1ae5n",52,870630,3,36,-1,0,0.343,-1,0.284,1
"50",50,"1ae5n",53,875069,3,7,1,154,1.399,1,0.622,1
"51",51,"1ae5n",54,878694,3,37,1,159,0.594,1,0.423,1
"52",52,"1ae5n",55,882191,3,39,1,146,0.466,1,0.695,1
"53",53,"1ae5n",56,886320,3,24,-1,0,1.102,-1,0.652,1
"54",54,"1ae5n",57,890023,3,17,-1,0,0.671,-1,0.393,1
"55",55,"1ae5n",58,893764,3,8,1,150,0.702,1,0.421,1
"56",56,"1ae5n",59,897420,3,1,-1,0,0.611,-1,0.761,1
"57",57,"1ae5n",6,691862,1,40,1,145,0.565,1,0.856,1
"58",58,"1ae5n",60,900956,3,2,1,154,0.5,1,0.348,1
"59",59,"1ae5n",61,904638,3,40,1,145,0.647,1,0.585,1
"60",60,"1ae5n",62,908255,3,40,1,145,0.584,1,0.492,1
"61",61,"1ae5n",63,911850,3,8,1,150,0.556,1,0.681,1
"62",62,"1ae5n",64,915465,3,46,-1,0,0.584,-1,0.51,1
"63",63,"1ae5n",65,918936,3,24,-1,0,0.436,-1,0.956,1
"64",64,"1ae5n",66,922513,3,17,-1,0,0.534,-1,0.528,1
"65",65,"1ae5n",67,926364,3,2,1,154,0.813,1,1.157,1
"66",66,"1ae5n",68,930021,3,7,1,154,0.627,-1,0.777,0
"67",67,"1ae5n",69,933499,3,41,-1,0,0.454,-1,0.671,1
"68",68,"1ae5n",7,695841,1,36,-1,0,0.941,-1,0.573,1
"69",69,"1ae5n",70,937180,3,37,1,159,0.642,1,0.513,1
"70",70,"1ae5n",71,941019,3,39,1,146,0.815,1,0.823,1
"71",71,"1ae5n",8,699411,1,24,-1,0,0.534,-1,0.71,1
"72",72,"1ae5n",9,702859,1,37,1,159,0.412,1,0.801,1
"73",73,"1K9vK",0,870330,1,36,1,149,0.749,1,1.054,1
"74",74,"1K9vK",1,873968,1,42,-1,0,0.617,-1,0.885,1
"75",75,"1K9vK",10,907722,1,26,1,156,0.622,1,0.663,1
"76",76,"1K9vK",11,911395,1,24,-1,0,0.652,-1,0.792,1
"77",77,"1K9vK",12,915251,1,26,1,156,0.826,1,0.548,1
"78",78,"1K9vK",13,919143,1,36,1,149,0.854,1,0.622,1
"79",79,"1K9vK",14,922970,1,25,-1,0,0.793,-1,0.588,1
"80",80,"1K9vK",15,927380,1,11,1,144,1.373,1,0.562,1
"81",81,"1K9vK",16,931295,1,2,-1,0,0.895,-1,0.694,1
"82",82,"1K9vK",17,935218,1,14,1,150,0.889,1,0.617,1
"83",83,"1K9vK",18,939065,1,14,1,150,0.815,1,0.543,1
"84",84,"1K9vK",19,942748,1,24,-1,0,0.64,-1,0.522,1
"85",85,"1K9vK",2,877577,1,25,-1,0,0.574,-1,0.824,1
"86",86,"1K9vK",20,946498,1,8,1,154,0.724,1,0.571,1
"87",87,"1K9vK",21,950145,1,11,1,144,0.617,1,0.597,1
"88",88,"1K9vK",22,953767,1,2,-1,0,0.587,-1,0.429,1
"89",89,"1K9vK",23,957605,1,40,1,149,0.798,1,0.486,1
"90",90,"1K9vK",24,965314,2,36,1,149,2.021,1,0.691,1
"91",91,"1K9vK",25,968908,2,40,1,149,0.56,1,1.248,1
"92",92,"1K9vK",26,972320,2,25,-1,0,0.372,-1,0.516,1
"93",93,"1K9vK",27,975784,2,2,-1,0,0.423,-1,0.472,1
"94",94,"1K9vK",28,979147,2,26,1,156,0.323,1,0.434,1
"95",95,"1K9vK",29,982819,2,25,-1,0,0.629,-1,0.451,1
"96",96,"1K9vK",3,881143,1,40,1,149,0.529,1,0.82,1
"97",97,"1K9vK",30,986253,2,16,-1,0,0.4,-1,0.665,1
"98",98,"1K9vK",31,989856,2,42,-1,0,0.564,-1,0.589,1
"99",99,"1K9vK",32,993457,2,11,1,144,0.554,1,0.54,1
"100",100,"1K9vK",33,997572,2,40,1,149,1.08,1,0.61,1
"101",101,"1K9vK",34,1001339,2,8,1,154,0.726,1,0.534,1
"102",102,"1K9vK",35,1004756,2,36,1,149,0.388,1,0.553,1
"103",103,"1K9vK",36,1008320,2,2,-1,0,0.535,-1,0.615,1
"104",104,"1K9vK",37,1011874,2,24,-1,0,0.515,-1,0.621,1
"105",105,"1K9vK",38,1015738,2,24,-1,0,0.827,-1,0.472,1
"106",106,"1K9vK",39,1019319,2,39,-1,0,0.542,-1,0.495,1
"107",107,"1K9vK",4,884858,1,8,1,154,0.692,1,0.668,1
"108",108,"1K9vK",40,1022678,2,39,-1,0,0.329,-1,0.592,1
"109",109,"1K9vK",41,1026016,2,8,1,154,0.314,1,0.417,1
"110",110,"1K9vK",42,1029578,2,14,1,150,0.525,1,0.424,1
"111",111,"1K9vK",43,1032938,2,16,-1,0,0.32,-1,0.607,1
"112",112,"1K9vK",44,1036563,2,14,1,150,0.585,1,0.556,1
"113",113,"1K9vK",45,1040092,2,26,1,156,0.5,1,0.391,1
"114",114,"1K9vK",46,1043487,2,42,-1,0,0.35,-1,0.638,1
"115",115,"1K9vK",47,1047161,2,11,1,144,0.649,1,0.632,1
"116",116,"1K9vK",48,1052527,3,8,1,154,0.395,1,0.4,1
"117",117,"1K9vK",49,1056242,3,42,-1,0,0.671,-1,0.413,1
"118",118,"1K9vK",5,888549,1,39,-1,0,0.65,-1,1.304,1
"119",119,"1K9vK",50,1059739,3,14,1,150,0.453,1,0.432,1
"120",120,"1K9vK",51,1063140,3,25,-1,0,0.351,-1,0.677,1
"121",121,"1K9vK",52,1066740,3,16,-1,0,0.564,-1,0.743,1
"122",122,"1K9vK",53,1070770,3,40,1,149,0.995,1,0.703,1
"123",123,"1K9vK",54,1074326,3,42,-1,0,0.525,-1,1.35,1
"124",124,"1K9vK",55,1078322,3,24,-1,0,0.956,-1,1.031,1
"125",125,"1K9vK",56,1081826,3,36,1,149,0.468,1,1.175,1
"126",126,"1K9vK",57,1086448,3,16,-1,0,1.595,-1,0.831,1
"127",127,"1K9vK",58,1090520,3,39,-1,0,1.026,-1,0.863,1
"128",128,"1K9vK",59,1094288,3,26,1,156,0.735,1,0.927,1
"129",129,"1K9vK",6,892482,1,42,-1,0,0.906,-1,0.753,1
"130",130,"1K9vK",60,1098660,3,11,1,144,1.336,1,0.921,1
"131",131,"1K9vK",61,1102448,3,26,1,156,0.763,1,0.835,1
"132",132,"1K9vK",62,1106166,3,2,-1,0,0.681,-1,0.775,1
"133",133,"1K9vK",63,1110502,3,8,1,154,1.296,1,1.037,1
"134",134,"1K9vK",64,1114530,3,2,-1,0,1.004,-1,0.901,1
"135",135,"1K9vK",65,1118075,3,39,-1,0,0.504,-1,0.909,1
"136",136,"1K9vK",66,1122015,3,14,1,150,0.906,1,1.005,1
"137",137,"1K9vK",67,1125699,3,40,1,149,0.656,1,0.933,1
"138",138,"1K9vK",68,1130622,3,24,-1,0,1.886,-1,0.948,1
"139",139,"1K9vK",69,1134493,3,11,1,144,0.839,1,0.839,1
"140",140,"1K9vK",7,896207,1,39,-1,0,0.702,-1,0.629,1
"141",141,"1K9vK",70,1138530,3,36,1,149,0.996,1,0.766,1
"142",142,"1K9vK",71,1142552,3,25,-1,0,0.985,-1,0.861,1
"143",143,"1K9vK",8,900076,1,16,-1,0,0.834,-1,0.718,1
"144",144,"1K9vK",9,904070,1,16,-1,0,0.966,-1,0.588,1
"145",145,"1pow4",0,521272,1,48,-1,0,0.714,-1,0.757,1
"146",146,"1pow4",1,525119,1,36,1,144,0.817,1,0.559,1
"147",147,"1pow4",10,557951,1,1,1,158,0.541,1,0.55,1
"148",148,"1pow4",11,561431,1,13,1,153,0.447,1,0.494,1
"149",149,"1pow4",12,565135,1,24,-1,0,0.67,-1,0.518,1
"150",150,"1pow4",13,568759,1,26,1,150,0.6,1,0.318,1
"151",151,"1pow4",14,572247,1,1,1,158,0.474,1,0.414,1
"152",152,"1pow4",15,575751,1,40,1,157,0.473,1,0.478,1
"153",153,"1pow4",16,579127,1,18,-1,0,0.349,-1,0.479,1
"154",154,"1pow4",17,582607,1,40,1,157,0.46,1,0.334,1
"155",155,"1pow4",18,586199,1,17,1,157,0.567,1,0.27,1
"156",156,"1pow4",19,589624,1,41,-1,0,0.41,-1,0.671,1
"157",157,"1pow4",2,528968,1,12,-1,0,0.82,-1,0.614,1
"158",158,"1pow4",20,593136,1,21,-1,0,0.49,-1,0.534,1
"159",159,"1pow4",21,596656,1,12,-1,0,0.495,-1,0.59,1
"160",160,"1pow4",22,600159,1,41,-1,0,0.486,-1,0.455,1
"161",161,"1pow4",23,603632,1,21,-1,0,0.454,-1,0.381,1
"162",162,"1pow4",24,609608,2,18,-1,0,0.554,-1,0.415,1
"163",163,"1pow4",25,613111,2,24,-1,0,0.478,-1,0.607,1
"164",164,"1pow4",26,616151,2,36,1,144,0.021,1,1.069,1
"165",165,"1pow4",27,619616,2,40,1,157,0.441,1,0.519,1
"166",166,"1pow4",28,623176,2,12,-1,0,0.54,-1,0.303,1
"167",167,"1pow4",29,626560,2,17,1,157,0.347,1,0.303,1
"168",168,"1pow4",3,532472,1,36,1,144,0.462,1,0.758,1
"169",169,"1pow4",30,630167,2,18,-1,0,0.59,-1,0.303,1
"170",170,"1pow4",31,633777,2,26,1,150,0.582,1,0.293,1
"171",171,"1pow4",32,637344,2,1,1,158,0.548,1,0.262,1
"172",172,"1pow4",33,640904,2,13,1,153,0.536,1,0.295,1
"173",173,"1pow4",34,644536,2,21,-1,0,0.604,-1,0.342,1
"174",174,"1pow4",35,648056,2,1,1,158,0.497,1,0.286,1
"175",175,"1pow4",36,651575,2,17,1,157,0.497,1,0.383,1
"176",176,"1pow4",37,654984,2,40,1,157,0.37,1,0.319,1
"177",177,"1pow4",38,658543,2,48,-1,0,0.545,-1,0.439,1
"178",178,"1pow4",39,662168,2,36,1,144,0.602,1,0.296,1
"179",179,"1pow4",4,536135,1,24,-1,0,0.636,-1,0.558,1
"180",180,"1pow4",40,665752,2,26,1,150,0.559,1,0.287,1
"181",181,"1pow4",41,669087,2,13,1,153,0.312,1,0.35,1
"182",182,"1pow4",42,672423,2,12,-1,0,0.304,-1,0.472,1
"183",183,"1pow4",43,675992,2,24,-1,0,0.528,-1,0.399,1
"184",184,"1pow4",44,679959,2,41,-1,0,0.936,-1,0.679,1
"185",185,"1pow4",45,683519,2,48,-1,0,0.524,-1,0.574,1
"186",186,"1pow4",46,687000,2,21,-1,0,0.462,-1,0.295,1
"187",187,"1pow4",47,690416,2,41,-1,0,0.394,-1,0.375,1
"188",188,"1pow4",48,716951,3,24,-1,0,0.524,-1,0.318,1
"189",189,"1pow4",49,720415,3,1,1,158,0.447,1,0.206,1
"190",190,"1pow4",5,539736,1,18,-1,0,0.566,-1,0.598,1
"191",191,"1pow4",50,723880,3,21,-1,0,0.433,-1,0.206,1
"192",192,"1pow4",51,727359,3,40,1,157,0.456,1,0.182,1
"193",193,"1pow4",52,730871,3,17,1,157,0.489,1,0.19,1
"194",194,"1pow4",53,734407,3,12,-1,0,0.507,-1,0.247,1
"195",195,"1pow4",54,738008,3,13,1,153,0.562,1,0.183,1
"196",196,"1pow4",55,741552,3,40,1,157,0.519,1,0.197,1
"197",197,"1pow4",56,745135,3,13,1,153,0.55,1,0.175,1
"198",198,"1pow4",57,748527,3,18,-1,0,0.365,-1,0.294,1
"199",199,"1pow4",58,752023,3,24,-1,0,0.47,-1,0.278,1
"200",200,"1pow4",59,755455,3,36,1,144,0.413,1,0.263,1
"201",201,"1pow4",6,543671,1,17,1,157,0.909,1,0.798,1
"202",202,"1pow4",60,758968,3,17,1,157,0.489,1,0.221,1
"203",203,"1pow4",61,762511,3,12,-1,0,0.522,-1,0.183,1
"204",204,"1pow4",62,765879,3,26,1,150,0.342,1,0.278,1
"205",205,"1pow4",63,769327,3,18,-1,0,0.432,-1,0.214,1
"206",206,"1pow4",64,773015,3,41,-1,0,0.671,-1,0.606,1
"207",207,"1pow4",65,776671,3,48,-1,0,0.628,-1,0.271,1
"208",208,"1pow4",66,780160,3,36,1,144,0.467,1,0.335,1
"209",209,"1pow4",67,783888,3,26,1,150,0.707,1,0.295,1
"210",210,"1pow4",68,787479,3,21,-1,0,0.578,-1,0.254,1
"211",211,"1pow4",69,790857,3,41,-1,0,0.354,-1,0.23,1
"212",212,"1pow4",7,547247,1,13,1,153,0.555,1,0.574,1
"213",213,"1pow4",70,794448,3,48,-1,0,0.554,-1,0.231,1
"214",214,"1pow4",71,798096,3,1,1,158,0.624,1,0.311,1
"215",215,"1pow4",8,550856,1,48,-1,0,0.593,-1,0.638,1
"216",216,"1pow4",9,554384,1,26,1,150,0.506,1,0.533,1
"217",217,"6mfmY",0,872900,1,38,-1,0,0.52,NA,NA,NA
"218",218,"6mfmY",1,877859,1,29,-1,0,0.445,-1,0.479,1
"219",219,"6mfmY",10,910592,1,45,1,149,0.559,1,0.644,1
"220",220,"6mfmY",11,914190,1,19,1,150,0.592,1,1.993,1
"221",221,"6mfmY",12,917683,1,15,-1,0,0.487,-1,0.673,1
"222",222,"6mfmY",13,921230,1,29,-1,0,0.537,-1,0.9,1
"223",223,"6mfmY",14,924677,1,33,-1,0,0.441,-1,0.586,1
"224",224,"6mfmY",15,928249,1,30,1,143,0.564,1,0.71,1
"225",225,"6mfmY",16,931683,1,48,-1,0,0.429,-1,0.545,1
"226",226,"6mfmY",17,935215,1,20,1,160,0.526,1,0.58,1
"227",227,"6mfmY",18,938719,1,45,1,149,0.495,1,0.567,1
"228",228,"6mfmY",19,942197,1,20,1,160,0.469,1,0.616,1
"229",229,"6mfmY",2,881674,1,9,1,159,0.808,1,1.109,1
"230",230,"6mfmY",20,945573,1,1,1,146,0.365,1,0.683,1
"231",231,"6mfmY",21,949132,1,48,-1,0,0.548,-1,0.603,1
"232",232,"6mfmY",22,952642,1,19,1,150,0.503,1,0.587,1
"233",233,"6mfmY",23,956019,1,33,-1,0,0.366,-1,0.536,1
"234",234,"6mfmY",24,961367,2,30,1,143,0.682,1,0.596,1
"235",235,"6mfmY",25,964951,2,33,-1,0,0.574,-1,0.653,1
"236",236,"6mfmY",26,968478,2,38,-1,0,0.517,-1,0.531,1
"237",237,"6mfmY",27,972152,2,48,-1,0,0.666,-1,0.581,1
"238",238,"6mfmY",28,975808,2,1,1,146,0.645,1,0.799,1
"239",239,"6mfmY",29,979364,2,20,1,160,0.544,1,1.133,1
"240",240,"6mfmY",3,885354,1,1,1,146,0.674,1,0.887,1
"241",241,"6mfmY",30,982949,2,27,-1,0,0.576,-1,0.76,1
"242",242,"6mfmY",31,986588,2,48,-1,0,0.634,NA,NA,NA
"243",243,"6mfmY",32,991517,2,9,1,159,0.419,1,0.553,1
"244",244,"6mfmY",33,995005,2,9,1,159,0.477,1,0.585,1
"245",245,"6mfmY",34,998523,2,29,-1,0,0.509,-1,0.695,1
"246",246,"6mfmY",35,1001970,2,15,-1,0,0.435,-1,0.647,1
"247",247,"6mfmY",36,1005540,2,1,1,146,0.561,1,0.565,1
"248",248,"6mfmY",37,1009094,2,30,1,143,0.549,1,0.616,1
"249",249,"6mfmY",38,1012649,2,15,-1,0,0.55,-1,0.524,1
"250",250,"6mfmY",39,1016199,2,38,-1,0,0.545,-1,0.472,1
"251",251,"6mfmY",4,889053,1,30,1,143,0.691,1,1.74,1
"252",252,"6mfmY",40,1019660,2,27,-1,0,0.449,-1,0.542,1
"253",253,"6mfmY",41,1023173,2,20,1,160,0.505,1,0.606,1
"254",254,"6mfmY",42,1026690,2,19,1,150,0.509,1,0.596,1
"255",255,"6mfmY",43,1030149,2,29,-1,0,0.45,-1,0.519,1
"256",256,"6mfmY",44,1033535,2,45,1,149,0.377,1,0.645,1
"257",257,"6mfmY",45,1037098,2,33,-1,0,0.553,-1,0.522,1
"258",258,"6mfmY",46,1040466,2,19,1,150,0.362,1,0.593,1
"259",259,"6mfmY",47,1043852,2,45,1,149,0.377,1,0.499,1
"260",260,"6mfmY",48,1050056,3,19,1,150,1.669,1,0.769,1
"261",261,"6mfmY",49,1053892,3,27,-1,0,0.826,-1,0.66,1
"262",262,"6mfmY",5,892768,1,15,-1,0,0.702,-1,0.844,1
"263",263,"6mfmY",50,1057360,3,48,-1,0,0.462,-1,0.744,1
"264",264,"6mfmY",51,1060787,3,9,1,159,0.418,1,0.613,1
"265",265,"6mfmY",52,1064259,3,48,-1,0,0.459,-1,0.584,1
"266",266,"6mfmY",53,1067810,3,27,-1,0,0.543,-1,0.566,1
"267",267,"6mfmY",54,1071203,3,20,1,160,0.384,1,0.554,1
"268",268,"6mfmY",55,1074659,3,45,1,149,0.447,1,0.658,1
"269",269,"6mfmY",56,1078178,3,45,1,149,0.51,1,0.658,1
"270",270,"6mfmY",57,1081689,3,38,-1,0,0.504,-1,0.601,1
"271",271,"6mfmY",58,1085092,3,9,1,159,0.396,1,0.574,1
"272",272,"6mfmY",59,1088511,3,33,-1,0,0.411,-1,0.668,1
"273",273,"6mfmY",6,896385,1,27,-1,0,0.607,-1,0.918,1
"274",274,"6mfmY",60,1092011,3,1,1,146,0.49,1,0.613,1
"275",275,"6mfmY",61,1095469,3,15,-1,0,0.45,-1,0.629,1
"276",276,"6mfmY",62,1099042,3,29,-1,0,0.564,-1,0.552,1
"277",277,"6mfmY",63,1102645,3,30,1,143,0.596,1,0.531,1
"278",278,"6mfmY",64,1106627,3,15,-1,0,0.975,-1,0.641,1
"279",279,"6mfmY",65,1111632,3,38,-1,0,1.991,-1,0.719,1
"280",280,"6mfmY",66,1115702,3,1,1,146,1.064,1,0.828,1
"281",281,"6mfmY",67,1119941,3,30,1,143,1.226,1,0.673,1
"282",282,"6mfmY",68,1132509,3,29,-1,0,9.559,-1,1.084,1
"283",283,"6mfmY",69,1136332,3,33,-1,0,0.813,-1,1.048,1
"284",284,"6mfmY",7,899990,1,9,1,159,0.599,1,0.784,1
"285",285,"6mfmY",70,1139833,3,19,1,150,0.49,1,0.976,1
"286",286,"6mfmY",71,1143318,3,20,1,160,0.479,1,0.541,1
"287",287,"6mfmY",8,903549,1,27,-1,0,0.554,-1,0.846,1
"288",288,"6mfmY",9,907025,1,38,-1,0,0.471,-1,0.677,1
"361",361,"8WXnd",0,362455,1,33,-1,0,0.533,-1,0.972,1
"362",362,"8WXnd",1,366262,1,12,1,140,0.768,1,0.587,1
"363",363,"8WXnd",10,396610,1,7,1,145,0.31,1,0.439,1
"364",364,"8WXnd",11,399983,1,14,-1,0,0.327,-1,0.449,1
"365",365,"8WXnd",12,403366,1,17,-1,0,0.339,-1,0.411,1
"366",366,"8WXnd",13,406678,1,38,1,150,0.274,1,0.396,1
"367",367,"8WXnd",14,409950,1,11,1,141,0.242,1,0.429,1
"368",368,"8WXnd",15,413239,1,1,-1,0,0.266,-1,0.443,1
"369",369,"8WXnd",16,416566,1,31,1,159,0.292,1,0.428,1
"370",370,"8WXnd",17,419962,1,34,-1,0,0.356,-1,0.455,1
"371",371,"8WXnd",18,423250,1,33,-1,0,0.254,-1,1.04,1
"372",372,"8WXnd",19,426571,1,11,1,141,0.272,1,0.398,1
"373",373,"8WXnd",2,369639,1,6,1,152,0.339,1,0.401,1
"374",374,"8WXnd",20,429828,1,17,-1,0,0.228,-1,0.526,1
"375",375,"8WXnd",21,433101,1,7,1,145,0.242,1,0.412,1
"376",376,"8WXnd",22,436374,1,31,1,159,0.239,1,0.466,1
"377",377,"8WXnd",23,439757,1,34,-1,0,0.343,-1,0.437,1
"378",378,"8WXnd",24,444980,2,34,-1,0,0.821,-1,0.604,1
"379",379,"8WXnd",25,448346,2,31,1,159,0.329,1,0.424,1
"380",380,"8WXnd",26,451638,2,11,1,141,0.246,1,0.396,1
"381",381,"8WXnd",27,455018,2,39,-1,0,0.352,-1,0.431,1
"382",382,"8WXnd",28,458373,2,6,1,152,0.333,1,0.395,1
"383",383,"8WXnd",29,461634,2,1,-1,0,0.233,-1,0.44,1
"384",384,"8WXnd",3,373019,1,39,-1,0,0.348,-1,0.471,1
"385",385,"8WXnd",30,464906,2,33,-1,0,0.232,-1,0.439,1
"386",386,"8WXnd",31,468205,2,7,1,145,0.276,1,0.467,1
"387",387,"8WXnd",32,471500,2,38,1,150,0.269,1,0.421,1
"388",388,"8WXnd",33,474763,2,14,-1,0,0.235,-1,0.447,1
"389",389,"8WXnd",34,477811,2,12,1,140,0.023,1,0.504,1
"390",390,"8WXnd",35,484397,2,6,1,152,3.545,1,0.427,1
"391",391,"8WXnd",36,487704,2,33,-1,0,0.275,-1,0.448,1
"392",392,"8WXnd",37,490995,2,7,1,145,0.274,1,0.358,1
"393",393,"8WXnd",38,494245,2,12,1,140,0.22,1,0.378,1
"394",394,"8WXnd",39,497510,2,1,-1,0,0.233,-1,0.378,1
"395",395,"8WXnd",4,376475,1,1,-1,0,0.419,-1,0.455,1
"396",396,"8WXnd",40,500909,2,11,1,141,0.372,1,0.388,1
"397",397,"8WXnd",41,504253,2,14,-1,0,0.305,-1,0.459,1
"398",398,"8WXnd",42,507613,2,17,-1,0,0.321,-1,0.388,1
"399",399,"8WXnd",43,510970,2,34,-1,0,0.318,-1,0.423,1
"400",400,"8WXnd",44,514266,2,17,-1,0,0.255,-1,0.399,1
"401",401,"8WXnd",45,517597,2,39,-1,0,0.293,-1,0.428,1
"402",402,"8WXnd",46,520922,2,38,1,150,0.283,1,0.43,1
"403",403,"8WXnd",47,524018,2,31,1,159,0.074,1,0.52,1
"404",404,"8WXnd",48,528690,3,34,-1,0,0.329,-1,0.44,1
"405",405,"8WXnd",49,532146,3,33,-1,0,0.419,-1,0.384,1
"406",406,"8WXnd",5,379797,1,12,1,140,0.293,1,0.454,1
"407",407,"8WXnd",50,535821,3,7,1,145,0.65,1,0.517,1
"408",408,"8WXnd",51,539149,3,6,1,152,0.297,1,0.395,1
"409",409,"8WXnd",52,542538,3,31,1,159,0.344,1,0.415,1
"410",410,"8WXnd",53,545811,3,14,-1,0,0.237,-1,0.399,1
"411",411,"8WXnd",54,549131,3,31,1,159,0.277,1,0.383,1
"412",412,"8WXnd",55,552443,3,38,1,150,0.283,1,0.422,1
"413",413,"8WXnd",56,555893,3,11,1,141,0.428,1,0.372,1
"414",414,"8WXnd",57,559221,3,17,-1,0,0.283,-1,0.42,1
"415",415,"8WXnd",58,562597,3,6,1,152,0.333,1,0.379,1
"416",416,"8WXnd",59,565917,3,17,-1,0,0.287,-1,0.381,1
"417",417,"8WXnd",6,383126,1,39,-1,0,0.292,-1,0.54,1
"418",418,"8WXnd",60,569310,3,12,1,140,0.363,1,0.355,1
"419",419,"8WXnd",61,572732,3,1,-1,0,0.385,-1,0.477,1
"420",420,"8WXnd",62,576066,3,38,1,150,0.295,1,0.343,1
"421",421,"8WXnd",63,579365,3,1,-1,0,0.249,-1,0.396,1
"422",422,"8WXnd",64,582644,3,11,1,141,0.245,1,0.358,1
"423",423,"8WXnd",65,586010,3,39,-1,0,0.327,-1,0.4,1
"424",424,"8WXnd",66,589302,3,12,1,140,0.268,1,0.346,1
"425",425,"8WXnd",67,592683,3,14,-1,0,0.35,-1,0.431,1
"426",426,"8WXnd",68,596051,3,33,-1,0,0.339,-1,0.438,1
"427",427,"8WXnd",69,599498,3,39,-1,0,0.396,-1,0.422,1
"428",428,"8WXnd",7,386484,1,38,1,150,0.321,1,0.436,1
"429",429,"8WXnd",70,602829,3,7,1,145,0.302,1,0.349,1
"430",430,"8WXnd",71,606141,3,34,-1,0,0.266,-1,0.403,1
"431",431,"8WXnd",8,389886,1,6,1,152,0.364,1,0.389,1
"432",432,"8WXnd",9,393262,1,14,-1,0,0.356,-1,0.453,1
"433",433,"9nseM",0,1937669,1,20,1,150,3.375,NA,NA,NA
"434",434,"9nseM",1,1943242,1,44,1,141,1.025,1,0.737,1
"435",435,"9nseM",10,1997490,1,23,1,157,2.65,1,0.912,1
"436",436,"9nseM",11,2001440,1,15,-1,0,0.916,-1,0.869,1
"437",437,"9nseM",12,2005204,1,23,1,157,0.733,1,0.713,1
"438",438,"9nseM",13,2009133,1,44,1,141,0.901,1,0.847,1
