,level_0,index,PID,practice,run,block,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version
1,37,41,,0,2,4,42,D,,,,1000.0,1900.0,,,,0,9,3
2,38,42,,0,2,4,43,H,,,,1700.0,1400.0,,,,0,9,3
3,39,43,,0,2,4,44,K,,,,1400.0,1200.0,,,,0,9,3
4,40,44,,0,2,4,45,F,,,,1800.0,3100.0,,,,0,9,3
5,41,45,,0,2,4,46,J,,,,1800.0,1400.0,,,,0,9,3
6,42,46,,0,2,4,47,B,,,,2000.0,1400.0,,,,0,9,3
7,43,47,,0,2,4,48,E,,,,1700.0,2900.0,,,,0,9,3
8,44,48,,0,2,4,49,I,,,,1200.0,2500.0,,,,0,9,3
9,45,49,,0,2,4,50,A,,,,3900.0,3000.0,,,,1,9,3
10,46,50,,0,2,4,51,G,,,,1700.0,1100.0,,,,0,9,3
11,47,51,,0,2,4,52,L,,,,1500.0,1200.0,,,,0,9,3
12,48,52,,0,2,5,53,C,,,,1400.0,1700.0,,,,0,9,3
13,49,53,,0,2,5,54,F,,,,1800.0,2900.0,,,,0,9,3
14,50,54,,0,2,5,55,G,,,,2400.0,2000.0,,,,0,9,3
15,51,55,,0,2,5,56,J,,,,2100.0,1100.0,,,,0,9,3
16,52,56,,0,2,5,57,D,,,,2700.0,2300.0,,,,0,9,3
17,53,57,,0,2,5,58,A,,,,3100.0,2700.0,,,,1,9,3
18,54,58,,0,2,5,59,E,,,,1300.0,1300.0,,,,0,9,3
19,55,59,,0,2,5,60,H,,,,1400.0,1100.0,,,,0,9,3
20,56,60,,0,2,5,61,L,,,,1200.0,2700.0,,,,0,9,3
21,57,61,,0,2,5,62,K,,,,1100.0,2300.0,,,,0,9,3
22,58,62,,0,2,5,63,B,,,,2400.0,1400.0,,,,0,9,3
23,59,63,,0,2,5,64,I,,,,2500.0,2800.0,,,,0,9,3
24,60,64,,0,2,6,65,D,,,,3200.0,1800.0,,,,1,9,3
25,61,65,,0,2,6,66,L,,,,1400.0,2500.0,,,,0,9,3
26,62,66,,0,2,6,67,K,,,,1000.0,2300.0,,,,0,9,3
27,63,67,,0,2,6,68,H,,,,2200.0,1900.0,,,,0,9,3
28,64,68,,0,2,6,69,C,,,,2500.0,2700.0,,,,0,9,3
29,65,69,,0,2,6,70,B,,,,2900.0,1200.0,,,,1,9,3
30,66,70,,0,2,6,71,I,,,,1300.0,2300.0,,,,0,9,3
31,67,71,,0,2,6,72,J,,,,1100.0,2300.0,,,,0,9,3
32,68,72,,0,2,6,73,G,,,,2000.0,2500.0,,,,0,9,3
33,69,73,,0,2,6,74,A,,,,2600.0,1100.0,,,,0,9,3
34,70,74,,0,2,6,75,E,,,,1400.0,1300.0,,,,0,9,3
35,71,75,,0,2,6,76,F,,,,3000.0,2200.0,,,,1,9,3
0,36,40,,0,2,4,41,C,,,,3200.0,1400.0,,,,1,10,3
1,37,41,,0,2,4,42,D,,,,1100.0,2200.0,,,,0,10,3
2,38,42,,0,2,4,43,H,,,,1500.0,1500.0,,,,0,10,3
3,39,43,,0,2,4,44,K,,,,1300.0,1700.0,,,,0,10,3
4,40,44,,0,2,4,45,F,,,,1800.0,2300.0,,,,0,10,3
5,41,45,,0,2,4,46,J,,,,1800.0,1300.0,,,,0,10,3
6,42,46,,0,2,4,47,B,,,,2700.0,1700.0,,,,0,10,3
7,43,47,,0,2,4,48,E,,,,2500.0,3200.0,,,,0,10,3
8,44,48,,0,2,4,49,I,,,,3900.0,2000.0,,,,1,10,3
9,45,49,,0,2,4,50,A,,,,1700.0,2200.0,,,,0,10,3
10,46,50,,0,2,4,51,G,,,,2100.0,1600.0,,,,0,10,3
11,47,51,,0,2,4,52,L,,,,2100.0,1200.0,,,,0,10,3
12,48,52,,0,2,5,53,C,,,,1100.0,2800.0,,,,0,10,3
13,49,53,,0,2,5,54,F,,,,3100.0,1100.0,,,,1,10,3
14,50,54,,0,2,5,55,G,,,,2100.0,1400.0,,,,0,10,3
15,51,55,,0,2,5,56,J,,,,1400.0,1400.0,,,,0,10,3
16,52,56,,0,2,5,57,D,,,,1700.0,1800.0,,,,0,10,3
17,53,57,,0,2,5,58,A,,,,1000.0,2900.0,,,,0,10,3
18,54,58,,0,2,5,59,E,,,,4000.0,3400.0,,,,1,10,3
19,55,59,,0,2,5,60,H,,,,1100.0,2000.0,,,,0,10,3
20,56,60,,0,2,5,61,L,,,,1000.0,1400.0,,,,0,10,3
21,57,61,,0,2,5,62,K,,,,1100.0,2300.0,,,,0,10,3
22,58,62,,0,2,5,63,B,,,,1400.0,1000.0,,,,0,10,3
23,59,63,,0,2,5,64,I,,,,1100.0,2800.0,,,,0,10,3
24,60,64,,0,2,6,65,D,,,,4700.0,1000.0,,,,1,10,3
25,61,65,,0,2,6,66,L,,,,2400.0,2900.0,,,,0,10,3
26,62,66,,0,2,6,67,K,,,,1100.0,3300.0,,,,0,10,3
27,63,67,,0,2,6,68,H,,,,2000.0,2900.0,,,,0,10,3
28,64,68,,0,2,6,69,C,,,,1100.0,1800.0,,,,0,10,3
29,65,69,,0,2,6,70,B,,,,1300.0,3300.0,,,,0,10,3
30,66,70,,0,2,6,71,I,,,,5300.0,1300.0,,,,1,10,3
31,67,71,,0,2,6,72,J,,,,1300.0,1800.0,,,,0,10,3
32,68,72,,0,2,6,73,G,,,,1300.0,2500.0,,,,0,10,3
33,69,73,,0,2,6,74,A,,,,2700.0,1800.0,,,,0,10,3
34,70,74,,0,2,6,75,E,,,,1100.0,1100.0,,,,0,10,3
35,71,75,,0,2,6,76,F,,,,1900.0,1700.0,,,,0,10,3
0,36,40,,0,2,4,41,C,,,,3100.0,2100.0,,,,1,11,3
1,37,41,,0,2,4,42,D,,,,2100.0,2900.0,,,,0,11,3
2,38,42,,0,2,4,43,H,,,,1100.0,1700.0,,,,0,11,3
3,39,43,,0,2,4,44,K,,,,1300.0,1500.0,,,,0,11,3
4,40,44,,0,2,4,45,F,,,,2100.0,1200.0,,,,0,11,3
5,41,45,,0,2,4,46,J,,,,1100.0,2300.0,,,,0,11,3
6,42,46,,0,2,4,47,B,,,,1900.0,2300.0,,,,0,11,3
7,43,47,,0,2,4,48,E,,,,4900.0,1700.0,,,,1,11,3
8,44,48,,0,2,4,49,I,,,,2700.0,2700.0,,,,0,11,3
9,45,49,,0,2,4,50,A,,,,1300.0,2900.0,,,,0,11,3
10,46,50,,0,2,4,51,G,,,,1200.0,3400.0,,,,0,11,3
11,47,51,,0,2,4,52,L,,,,1800.0,2500.0,,,,0,11,3
12,48,52,,0,2,5,53,C,,,,3300.0,1000.0,,,,1,11,3
13,49,53,,0,2,5,54,F,,,,1400.0,2600.0,,,,0,11,3
14,50,54,,0,2,5,55,G,,,,1500.0,1600.0,,,,0,11,3
15,51,55,,0,2,5,56,J,,,,1600.0,2700.0,,,,0,11,3
16,52,56,,0,2,5,57,D,,,,1200.0,3000.0,,,,0,11,3
17,53,57,,0,2,5,58,A,,,,3100.0,1200.0,,,,1,11,3
18,54,58,,0,2,5,59,E,,,,1500.0,1600.0,,,,0,11,3
19,55,59,,0,2,5,60,H,,,,1800.0,1500.0,,,,0,11,3
20,56,60,,0,2,5,61,L,,,,2600.0,3000.0,,,,0,11,3
21,57,61,,0,2,5,62,K,,,,2600.0,1100.0,,,,0,11,3
22,58,62,,0,2,5,63,B,,,,1300.0,1700.0,,,,0,11,3
23,59,63,,0,2,5,64,I,,,,1600.0,1200.0,,,,0,11,3
24,60,64,,0,2,6,65,D,,,,4300.0,2400.0,,,,1,11,3
25,61,65,,0,2,6,66,L,,,,1100.0,1100.0,,,,0,11,3
26,62,66,,0,2,6,67,K,,,,2000.0,2700.0,,,,0,11,3
27,63,67,,0,2,6,68,H,,,,2000.0,1200.0,,,,0,11,3
28,64,68,,0,2,6,69,C,,,,1600.0,2300.0,,,,0,11,3
29,65,69,,0,2,6,70,B,,,,1100.0,1400.0,,,,0,11,3
30,66,70,,0,2,6,71,I,,,,3100.0,1500.0,,,,1,11,3
31,67,71,,0,2,6,72,J,,,,1200.0,1200.0,,,,0,11,3
32,68,72,,0,2,6,73,G,,,,1200.0,1100.0,,,,0,11,3
33,69,73,,0,2,6,74,A,,,,3000.0,1800.0,,,,0,11,3
34,70,74,,0,2,6,75,E,,,,1500.0,2700.0,,,,0,11,3
35,71,75,,0,2,6,76,F,,,,1800.0,3200.0,,,,0,11,3
0,36,40,,0,2,4,41,C,,,,3000.0,1300.0,,,,1,12,3
1,37,41,,0,2,4,42,D,,,,1600.0,1700.0,,,,0,12,3
2,38,42,,0,2,4,43,H,,,,2300.0,3200.0,,,,0,12,3
3,39,43,,0,2,4,44,K,,,,1000.0,2600.0,,,,0,12,3
4,40,44,,0,2,4,45,F,,,,1300.0,2100.0,,,,0,12,3
5,41,45,,0,2,4,46,J,,,,1200.0,2600.0,,,,0,12,3
6,42,46,,0,2,4,47,B,,,,3100.0,3100.0,,,,1,12,3
7,43,47,,0,2,4,48,E,,,,1500.0,2200.0,,,,0,12,3
8,44,48,,0,2,4,49,I,,,,1900.0,1300.0,,,,0,12,3
9,45,49,,0,2,4,50,A,,,,1700.0,1200.0,,,,0,12,3
10,46,50,,0,2,4,51,G,,,,1900.0,2700.0,,,,0,12,3
11,47,51,,0,2,4,52,L,,,,1500.0,2300.0,,,,0,12,3
12,48,52,,0,2,5,53,C,,,,4400.0,1400.0,,,,1,12,3
13,49,53,,0,2,5,54,F,,,,2200.0,1400.0,,,,0,12,3
14,50,54,,0,2,5,55,G,,,,2300.0,1300.0,,,,0,12,3
15,51,55,,0,2,5,56,J,,,,2800.0,1300.0,,,,0,12,3
16,52,56,,0,2,5,57,D,,,,2400.0,1400.0,,,,0,12,3
17,53,57,,0,2,5,58,A,,,,1200.0,1900.0,,,,0,12,3
18,54,58,,0,2,5,59,E,,,,1100.0,2500.0,,,,0,12,3
19,55,59,,0,2,5,60,H,,,,1700.0,1900.0,,,,0,12,3
20,56,60,,0,2,5,61,L,,,,3300.0,1100.0,,,,1,12,3
21,57,61,,0,2,5,62,K,,,,2500.0,2300.0,,,,0,12,3
22,58,62,,0,2,5,63,B,,,,1800.0,2200.0,,,,0,12,3
23,59,63,,0,2,5,64,I,,,,1300.0,1500.0,,,,0,12,3
24,60,64,,0,2,6,65,D,,,,1800.0,1500.0,,,,0,12,3
25,61,65,,0,2,6,66,L,,,,1700.0,3200.0,,,,0,12,3
26,62,66,,0,2,6,67,K,,,,3300.0,1600.0,,,,1,12,3
27,63,67,,0,2,6,68,H,,,,1500.0,2600.0,,,,0,12,3
28,64,68,,0,2,6,69,C,,,,2200.0,1900.0,,,,0,12,3
29,65,69,,0,2,6,70,B,,,,1100.0,2400.0,,,,0,12,3
30,66,70,,0,2,6,71,I,,,,2000.0,1000.0,,,,0,12,3
31,67,71,,0,2,6,72,J,,,,1700.0,2000.0,,,,0,12,3
32,68,72,,0,2,6,73,G,,,,2300.0,1200.0,,,,0,12,3
33,69,73,,0,2,6,74,A,,,,1200.0,3100.0,,,,0,12,3
34,70,74,,0,2,6,75,E,,,,1300.0,2600.0,,,,0,12,3
35,71,75,,0,2,6,76,F,,,,2900.0,2400.0,,,,1,12,3
0,36,40,,0,2,4,41,C,,,,3200.0,1500.0,,,,1,13,3
1,37,41,,0,2,4,42,D,,,,1800.0,2200.0,,,,0,13,3
2,38,42,,0,2,4,43,H,,,,2400.0,3200.0,,,,0,13,3
3,39,43,,0,2,4,44,K,,,,1700.0,1100.0,,,,0,13,3
4,40,44,,0,2,4,45,F,,,,1100.0,1200.0,,,,0,13,3
5,41,45,,0,2,4,46,J,,,,2100.0,1100.0,,,,0,13,3
6,42,46,,0,2,4,47,B,,,,1000.0,1800.0,,,,0,13,3
7,43,47,,0,2,4,48,E,,,,1700.0,1900.0,,,,0,13,3
8,44,48,,0,2,4,49,I,,,,3000.0,1500.0,,,,1,13,3
9,45,49,,0,2,4,50,A,,,,1100.0,3500.0,,,,0,13,3
10,46,50,,0,2,4,51,G,,,,1300.0,1600.0,,,,0,13,3
11,47,51,,0,2,4,52,L,,,,2600.0,1500.0,,,,0,13,3
12,48,52,,0,2,5,53,C,,,,1700.0,2200.0,,,,0,13,3
13,49,53,,0,2,5,54,F,,,,1500.0,1900.0,,,,0,13,3
14,50,54,,0,2,5,55,G,,,,1600.0,2400.0,,,,0,13,3
15,51,55,,0,2,5,56,J,,,,2800.0,3100.0,,,,0,13,3
16,52,56,,0,2,5,57,D,,,,4000.0,2000.0,,,,1,13,3
17,53,57,,0,2,5,58,A,,,,1300.0,2900.0,,,,0,13,3
18,54,58,,0,2,5,59,E,,,,1500.0,1200.0,,,,0,13,3
19,55,59,,0,2,5,60,H,,,,1600.0,1900.0,,,,0,13,3
20,56,60,,0,2,5,61,L,,,,1200.0,2500.0,,,,0,13,3
21,57,61,,0,2,5,62,K,,,,4000.0,1700.0,,,,1,13,3
22,58,62,,0,2,5,63,B,,,,1600.0,1100.0,,,,0,13,3
23,59,63,,0,2,5,64,I,,,,1300.0,2500.0,,,,0,13,3
24,60,64,,0,2,6,65,D,,,,1200.0,2100.0,,,,0,13,3
25,61,65,,0,2,6,66,L,,,,1200.0,3000.0,,,,0,13,3
26,62,66,,0,2,6,67,K,,,,2700.0,1800.0,,,,0,13,3
27,63,67,,0,2,6,68,H,,,,2900.0,1800.0,,,,1,13,3
28,64,68,,0,2,6,69,C,,,,1100.0,2800.0,,,,0,13,3
29,65,69,,0,2,6,70,B,,,,2300.0,1100.0,,,,0,13,3
30,66,70,,0,2,6,71,I,,,,2200.0,1500.0,,,,0,13,3
31,67,71,,0,2,6,72,J,,,,2300.0,1900.0,,,,0,13,3
32,68,72,,0,2,6,73,G,,,,1600.0,2600.0,,,,0,13,3
33,69,73,,0,2,6,74,A,,,,1100.0,2200.0,,,,0,13,3
34,70,74,,0,2,6,75,E,,,,1100.0,2700.0,,,,0,13,3
35,71,75,,0,2,6,76,F,,,,5200.0,1000.0,,,,1,13,3
0,36,40,,0,2,4,41,C,,,,2800.0,1200.0,,,,1,14,3
1,37,41,,0,2,4,42,D,,,,2300.0,2500.0,,,,0,14,3
2,38,42,,0,2,4,43,H,,,,2600.0,2700.0,,,,0,14,3
3,39,43,,0,2,4,44,K,,,,1200.0,1200.0,,,,0,14,3
4,40,44,,0,2,4,45,F,,,,2200.0,1500.0,,,,0,14,3
5,41,45,,0,2,4,46,J,,,,2900.0,3300.0,,,,1,14,3
6,42,46,,0,2,4,47,B,,,,2400.0,2700.0,,,,0,14,3
7,43,47,,0,2,4,48,E,,,,2400.0,1300.0,,,,0,14,3
8,44,48,,0,2,4,49,I,,,,1000.0,2600.0,,,,0,14,3
9,45,49,,0,2,4,50,A,,,,1100.0,3300.0,,,,0,14,3
10,46,50,,0,2,4,51,G,,,,2400.0,1100.0,,,,0,14,3
11,47,51,,0,2,4,52,L,,,,3000.0,1400.0,,,,1,14,3
12,48,52,,0,2,5,53,C,,,,1000.0,2500.0,,,,0,14,3
13,49,53,,0,2,5,54,F,,,,1900.0,2400.0,,,,0,14,3
14,50,54,,0,2,5,55,G,,,,1600.0,1200.0,,,,0,14,3
15,51,55,,0,2,5,56,J,,,,2200.0,2900.0,,,,0,14,3
16,52,56,,0,2,5,57,D,,,,1700.0,1300.0,,,,0,14,3
17,53,57,,0,2,5,58,A,,,,1800.0,1200.0,,,,0,14,3
18,54,58,,0,2,5,59,E,,,,3100.0,1700.0,,,,1,14,3
19,55,59,,0,2,5,60,H,,,,1400.0,2100.0,,,,0,14,3
20,56,60,,0,2,5,61,L,,,,1600.0,3200.0,,,,0,14,3
21,57,61,,0,2,5,62,K,,,,1600.0,1300.0,,,,0,14,3
22,58,62,,0,2,5,63,B,,,,1100.0,3200.0,,,,0,14,3
23,59,63,,0,2,5,64,I,,,,2900.0,3200.0,,,,1,14,3
24,60,64,,0,2,6,65,D,,,,1800.0,1600.0,,,,0,14,3
25,61,65,,0,2,6,66,L,,,,2300.0,2500.0,,,,0,14,3
26,62,66,,0,2,6,67,K,,,,1500.0,1000.0,,,,0,14,3
27,63,67,,0,2,6,68,H,,,,2000.0,1600.0,,,,0,14,3
28,64,68,,0,2,6,69,C,,,,2400.0,1600.0,,,,0,14,3
29,65,69,,0,2,6,70,B,,,,1500.0,1300.0,,,,0,14,3
30,66,70,,0,2,6,71,I,,,,3600.0,1700.0,,,,1,14,3
31,67,71,,0,2,6,72,J,,,,2200.0,2300.0,,,,0,14,3
32,68,72,,0,2,6,73,G,,,,1400.0,2400.0,,,,0,14,3
33,69,73,,0,2,6,74,A,,,,2400.0,1200.0,,,,0,14,3
34,70,74,,0,2,6,75,E,,,,1100.0,2500.0,,,,0,14,3
35,71,75,,0,2,6,76,F,,,,1600.0,1300.0,,,,0,14,3
0,36,40,,0,2,4,41,C,,,,2200.0,1300.0,,,,0,15,3
1,37,41,,0,2,4,42,D,,,,1200.0,3400.0,,,,0,15,3
2,38,42,,0,2,4,43,H,,,,1300.0,2700.0,,,,0,15,3
3,39,43,,0,2,4,44,K,,,,2000.0,2900.0,,,,0,15,3
4,40,44,,0,2,4,45,F,,,,2900.0,2600.0,,,,1,15,3
5,41,45,,0,2,4,46,J,,,,1100.0,3000.0,,,,0,15,3
6,42,46,,0,2,4,47,B,,,,1800.0,1100.0,,,,0,15,3
7,43,47,,0,2,4,48,E,,,,1200.0,1100.0,,,,0,15,3
8,44,48,,0,2,4,49,I,,,,2800.0,1400.0,,,,0,15,3
9,45,49,,0,2,4,50,A,,,,2200.0,2400.0,,,,0,15,3
10,46,50,,0,2,4,51,G,,,,1400.0,3000.0,,,,0,15,3
11,47,51,,0,2,4,52,L,,,,5100.0,1000.0,,,,1,15,3
12,48,52,,0,2,5,53,C,,,,2100.0,1900.0,,,,0,15,3
13,49,53,,0,2,5,54,F,,,,1500.0,3500.0,,,,0,15,3
14,50,54,,0,2,5,55,G,,,,1500.0,1600.0,,,,0,15,3
15,51,55,,0,2,5,56,J,,,,2200.0,2100.0,,,,0,15,3
16,52,56,,0,2,5,57,D,,,,1600.0,1100.0,,,,0,15,3
17,53,57,,0,2,5,58,A,,,,2600.0,2000.0,,,,0,15,3
18,54,58,,0,2,5,59,E,,,,2800.0,1400.0,,,,0,15,3
19,55,59,,0,2,5,60,H,,,,1600.0,1600.0,,,,0,15,3
20,56,60,,0,2,5,61,L,,,,1800.0,1100.0,,,,0,15,3
21,57,61,,0,2,5,62,K,,,,1800.0,1700.0,,,,0,15,3
22,58,62,,0,2,5,63,B,,,,4200.0,1600.0,,,,1,15,3
23,59,63,,0,2,5,64,I,,,,1300.0,1900.0,,,,0,15,3
24,60,64,,0,2,6,65,D,,,,1300.0,2600.0,,,,0,15,3
25,61,65,,0,2,6,66,L,,,,1600.0,3500.0,,,,0,15,3
26,62,66,,0,2,6,67,K,,,,1200.0,2100.0,,,,0,15,3
27,63,67,,0,2,6,68,H,,,,3100.0,1400.0,,,,1,15,3
28,64,68,,0,2,6,69,C,,,,2800.0,2000.0,,,,0,15,3
29,65,69,,0,2,6,70,B,,,,1600.0,3400.0,,,,0,15,3
30,66,70,,0,2,6,71,I,,,,1300.0,1300.0,,,,0,15,3
31,67,71,,0,2,6,72,J,,,,2700.0,2300.0,,,,0,15,3
32,68,72,,0,2,6,73,G,,,,1900.0,1500.0,,,,0,15,3
33,69,73,,0,2,6,74,A,,,,1200.0,1400.0,,,,0,15,3
34,70,74,,0,2,6,75,E,,,,2000.0,1100.0,,,,0,15,3
35,71,75,,0,2,6,76,F,,,,1100.0,2000.0,,,,0,15,3
0,36,40,,0,2,4,41,C,,,,1500.0,2500.0,,,,0,16,3
1,37,41,,0,2,4,42,D,,,,1100.0,1600.0,,,,0,16,3
2,38,42,,0,2,4,43,H,,,,3000.0,1100.0,,,,0,16,3
3,39,43,,0,2,4,44,K,,,,1400.0,2700.0,,,,0,16,3
4,40,44,,0,2,4,45,F,,,,3600.0,1600.0,,,,1,16,3
5,41,45,,0,2,4,46,J,,,,1700.0,3000.0,,,,0,16,3
6,42,46,,0,2,4,47,B,,,,1300.0,1300.0,,,,0,16,3
7,43,47,,0,2,4,48,E,,,,1600.0,1900.0,,,,0,16,3
8,44,48,,0,2,4,49,I,,,,3000.0,2100.0,,,,0,16,3
9,45,49,,0,2,4,50,A,,,,1300.0,1300.0,,,,0,16,3
10,46,50,,0,2,4,51,G,,,,1300.0,1400.0,,,,0,16,3
11,47,51,,0,2,4,52,L,,,,3800.0,1200.0,,,,1,16,3
12,48,52,,0,2,5,53,C,,,,1700.0,1700.0,,,,0,16,3
13,49,53,,0,2,5,54,F,,,,1000.0,3500.0,,,,0,16,3
14,50,54,,0,2,5,55,G,,,,1500.0,2500.0,,,,0,16,3
15,51,55,,0,2,5,56,J,,,,1200.0,1200.0,,,,0,16,3
16,52,56,,0,2,5,57,D,,,,1700.0,1400.0,,,,0,16,3
17,53,57,,0,2,5,58,A,,,,2500.0,2400.0,,,,0,16,3
18,54,58,,0,2,5,59,E,,,,1000.0,2400.0,,,,0,16,3
19,55,59,,0,2,5,60,H,,,,2100.0,1100.0,,,,0,16,3
20,56,60,,0,2,5,61,L,,,,3600.0,1000.0,,,,1,16,3
21,57,61,,0,2,5,62,K,,,,1100.0,2200.0,,,,0,16,3
22,58,62,,0,2,5,63,B,,,,1300.0,1200.0,,,,0,16,3
23,59,63,,0,2,5,64,I,,,,1800.0,3100.0,,,,0,16,3
24,60,64,,0,2,6,65,D,,,,1500.0,1900.0,,,,0,16,3
25,61,65,,0,2,6,66,L,,,,5000.0,3500.0,,,,1,16,3
26,62,66,,0,2,6,67,K,,,,1700.0,1100.0,,,,0,16,3
27,63,67,,0,2,6,68,H,,,,1400.0,1500.0,,,,0,16,3
28,64,68,,0,2,6,69,C,,,,1300.0,2300.0,,,,0,16,3
29,65,69,,0,2,6,70,B,,,,1800.0,1000.0,,,,0,16,3
30,66,70,,0,2,6,71,I,,,,1800.0,3000.0,,,,0,16,3
31,67,71,,0,2,6,72,J,,,,4900.0,3300.0,,,,1,16,3
32,68,72,,0,2,6,73,G,,,,2100.0,2800.0,,,,0,16,3
33,69,73,,0,2,6,74,A,,,,2600.0,1400.0,,,,0,16,3
34,70,74,,0,2,6,75,E,,,,1700.0,1600.0,,,,0,16,3
35,71,75,,0,2,6,76,F,,,,1100.0,3200.0,,,,0,16,3
0,36,40,,0,2,4,41,C,,,,2800.0,2100.0,,,,1,17,3
1,37,41,,0,2,4,42,D,,,,1600.0,2600.0,,,,0,17,3
2,38,42,,0,2,4,43,H,,,,1200.0,1600.0,,,,0,17,3
3,39,43,,0,2,4,44,K,,,,2700.0,2600.0,,,,0,17,3
4,40,44,,0,2,4,45,F,,,,1200.0,1500.0,,,,0,17,3
5,41,45,,0,2,4,46,J,,,,2100.0,3000.0,,,,0,17,3
6,42,46,,0,2,4,47,B,,,,2800.0,2000.0,,,,1,17,3
7,43,47,,0,2,4,48,E,,,,2700.0,1500.0,,,,0,17,3
8,44,48,,0,2,4,49,I,,,,1300.0,1200.0,,,,0,17,3
9,45,49,,0,2,4,50,A,,,,1600.0,1700.0,,,,0,17,3
10,46,50,,0,2,4,51,G,,,,2300.0,3300.0,,,,0,17,3
11,47,51,,0,2,4,52,L,,,,2100.0,1600.0,,,,0,17,3
12,48,52,,0,2,5,53,C,,,,1300.0,1800.0,,,,0,17,3
13,49,53,,0,2,5,54,F,,,,3400.0,3000.0,,,,1,17,3
14,50,54,,0,2,5,55,G,,,,1000.0,3400.0,,,,0,17,3
15,51,55,,0,2,5,56,J,,,,1500.0,1400.0,,,,0,17,3
16,52,56,,0,2,5,57,D,,,,1400.0,2000.0,,,,0,17,3
17,53,57,,0,2,5,58,A,,,,1300.0,1700.0,,,,0,17,3
18,54,58,,0,2,5,59,E,,,,3600.0,1400.0,,,,1,17,3
19,55,59,,0,2,5,60,H,,,,2300.0,1500.0,,,,0,17,3
20,56,60,,0,2,5,61,L,,,,1800.0,1100.0,,,,0,17,3
21,57,61,,0,2,5,62,K,,,,2700.0,1600.0,,,,0,17,3
22,58,62,,0,2,5,63,B,,,,1800.0,1000.0,,,,0,17,3
23,59,63,,0,2,5,64,I,,,,1400.0,2400.0,,,,0,17,3
24,60,64,,0,2,6,65,D,,,,2200.0,1800.0,,,,0,17,3
25,61,65,,0,2,6,66,L,,,,2900.0,2900.0,,,,1,17,3
26,62,66,,0,2,6,67,K,,,,2700.0,2400.0,,,,0,17,3
27,63,67,,0,2,6,68,H,,,,1200.0,1200.0,,,,0,17,3
28,64,68,,0,2,6,69,C,,,,1400.0,2900.0,,,,0,17,3
29,65,69,,0,2,6,70,B,,,,1500.0,1900.0,,,,0,17,3
30,66,70,,0,2,6,71,I,,,,2800.0,2800.0,,,,1,17,3
31,67,71,,0,2,6,72,J,,,,1200.0,1100.0,,,,0,17,3
32,68,72,,0,2,6,73,G,,,,2700.0,1700.0,,,,0,17,3
33,69,73,,0,2,6,74,A,,,,1900.0,2000.0,,,,0,17,3
34,70,74,,0,2,6,75,E,,,,1800.0,1600.0,,,,0,17,3
35,71,75,,0,2,6,76,F,,,,1800.0,2700.0,,,,0,17,3
0,36,40,,0,2,4,41,C,,,,1400.0,3100.0,,,,0,18,3
1,37,41,,0,2,4,42,D,,,,1000.0,1500.0,,,,0,18,3
2,38,42,,0,2,4,43,H,,,,1500.0,2700.0,,,,0,18,3
3,39,43,,0,2,4,44,K,,,,1100.0,1200.0,,,,0,18,3
4,40,44,,0,2,4,45,F,,,,1700.0,2200.0,,,,0,18,3
5,41,45,,0,2,4,46,J,,,,3400.0,1800.0,,,,1,18,3
6,42,46,,0,2,4,47,B,,,,1400.0,2600.0,,,,0,18,3
7,43,47,,0,2,4,48,E,,,,1800.0,1600.0,,,,0,18,3
8,44,48,,0,2,4,49,I,,,,1400.0,1200.0,,,,0,18,3
9,45,49,,0,2,4,50,A,,,,2900.0,3000.0,,,,0,18,3
10,46,50,,0,2,4,51,G,,,,2200.0,1400.0,,,,0,18,3
11,47,51,,0,2,4,52,L,,,,1200.0,1200.0,,,,0,18,3
12,48,52,,0,2,5,53,C,,,,3300.0,1300.0,,,,1,18,3
13,49,53,,0,2,5,54,F,,,,1100.0,3100.0,,,,0,18,3
14,50,54,,0,2,5,55,G,,,,1500.0,2100.0,,,,0,18,3
15,51,55,,0,2,5,56,J,,,,1500.0,3300.0,,,,0,18,3
16,52,56,,0,2,5,57,D,,,,1100.0,1900.0,,,,0,18,3
17,53,57,,0,2,5,58,A,,,,1500.0,2900.0,,,,0,18,3
18,54,58,,0,2,5,59,E,,,,1400.0,1000.0,,,,0,18,3
19,55,59,,0,2,5,60,H,,,,3800.0,1500.0,,,,1,18,3
20,56,60,,0,2,5,61,L,,,,3000.0,2200.0,,,,0,18,3
21,57,61,,0,2,5,62,K,,,,3100.0,1700.0,,,,0,18,3
22,58,62,,0,2,5,63,B,,,,2000.0,1500.0,,,,0,18,3
23,59,63,,0,2,5,64,I,,,,1200.0,2200.0,,,,0,18,3
24,60,64,,0,2,6,65,D,,,,3300.0,2200.0,,,,1,18,3
25,61,65,,0,2,6,66,L,,,,1000.0,2300.0,,,,0,18,3
26,62,66,,0,2,6,67,K,,,,1800.0,2700.0,,,,0,18,3
27,63,67,,0,2,6,68,H,,,,2700.0,1200.0,,,,0,18,3
28,64,68,,0,2,6,69,C,,,,2700.0,2200.0,,,,0,18,3
29,65,69,,0,2,6,70,B,,,,1100.0,2100.0,,,,0,18,3
30,66,70,,0,2,6,71,I,,,,3400.0,1100.0,,,,1,18,3
31,67,71,,0,2,6,72,J,,,,2000.0,1600.0,,,,0,18,3
32,68,72,,0,2,6,73,G,,,,1200.0,3300.0,,,,0,18,3
33,69,73,,0,2,6,74,A,,,,1700.0,1000.0,,,,0,18,3
