"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally"
"","show_chosen_item","","html-keyboard-response","1048","1706590","0.0-4.0-27.0-0.0","24","65907","female","null","","","","null","","25","","","1705081","1","","1400","","","","1500","154300","1509","145045","","","","","","","","","","","","","0","","","","1400","","","","","","","","","","","","","29","L","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1049","1707996","0.0-4.0-27.0-1.0","24","65907","female","null","","","","null","","25","","","1706590","1","","","","","","1400","155800","1406","146554","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1050","1709503","0.0-4.0-27.0-2.0","24","65907","female","922","","","","75","no_gain","25","","","1707996","1","","","","0","","1500","157200","1507","147960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","922",""
"","iti_outcome_learning","","html-keyboard-response","1051","1710909","0.0-4.0-27.0-3.0","24","65907","female","null","","","","null","","25","","","1709503","1","","","","","","1400","158600","1406","149467","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1052","1712416","0.0-4.0-28.0-0.0","24","65907","female","null","","","","null","","26","","","1710909","1","","3200","","","","1500","160000","1507","150873","","","","","","","","","","","","","0","","","","1200","","","","","","","","","","","","","8","C","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1053","1715621","0.0-4.0-28.0-1.0","24","65907","female","null","","","","null","","26","","","1712416","1","","","","","","3200","161500","3205","152380","3200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1054","1717128","0.0-4.0-28.0-2.0","24","65907","female","855","","","","75","no_gain","26","","","1715621","1","","","","0","","1500","164700","1507","155585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","855",""
"","iti_outcome_learning","","html-keyboard-response","1055","1718334","0.0-4.0-28.0-3.0","24","65907","female","null","","","","null","","26","","","1717128","1","","","","","","1200","167900","1206","157092","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1056","1719839","0.0-4.0-29.0-0.0","24","65907","female","null","","","","null","","27","","","1718334","1","","2000","","","","1500","169100","1505","158298","","","","","","","","","","","","","0","","","","1500","","","","","","","","","","","","","1","G","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1057","1721845","0.0-4.0-29.0-1.0","24","65907","female","null","","","","null","","27","","","1719839","1","","","","","","2000","170600","2006","159803","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1058","1723352","0.0-4.0-29.0-2.0","24","65907","female","873","","","","68","gain","27","","","1721845","1","","","","0","","1500","172600","1507","161809","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","873",""
"","iti_outcome_learning","","html-keyboard-response","1059","1724858","0.0-4.0-29.0-3.0","24","65907","female","null","","","","null","","27","","","1723352","1","","","","","","1500","174600","1506","163316","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1060","1726364","0.0-4.0-30.0-0.0","24","65907","female","null","","","","null","","28","","","1724858","1","","1800","","","","1500","176100","1506","164822","","","","","","","","","","","","","0","","","","3300","","","","","","","","","","","","","8","C","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1061","1728170","0.0-4.0-30.0-1.0","24","65907","female","null","","","","null","","28","","","1726364","1","","","","","","1800","177600","1806","166328","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1062","1729676","0.0-4.0-30.0-2.0","24","65907","female","828","","","","75","no_gain","28","","","1728170","1","","","","0","","1500","179400","1506","168134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","828",""
"","iti_outcome_learning","","html-keyboard-response","1063","1732982","0.0-4.0-30.0-3.0","24","65907","female","null","","","","null","","28","","","1729676","1","","","","","","3300","181200","3306","169640","3300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1064","1734488","0.0-4.0-31.0-0.0","24","65907","female","null","","","","null","","29","","","1732982","1","","2000","","","","1500","184500","1506","172946","","","","","","","","","","","","","0","","","","2700","","","","","","","","","","","","","39","A","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1065","1736494","0.0-4.0-31.0-1.0","24","65907","female","null","","","","null","","29","","","1734488","1","","","","","","2000","186000","2006","174452","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1066","1737999","0.0-4.0-31.0-2.0","24","65907","female","760","","","","68","gain","29","","","1736494","1","","","","0","","1500","188000","1505","176458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","760",""
"","iti_outcome_learning","","html-keyboard-response","1067","1740704","0.0-4.0-31.0-3.0","24","65907","female","null","","","","null","","29","","","1737999","1","","","","","","2700","190000","2705","177963","2700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1068","1742211","0.0-4.0-32.0-0.0","24","65907","female","null","","","","null","","30","","","1740704","1","","2400","","","","1500","192700","1507","180668","","","","","","","","","","","","","0","","","","1400","","","","","","","","","","","","","1","G","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1069","1744616","0.0-4.0-32.0-1.0","24","65907","female","null","","","","null","","30","","","1742211","1","","","","","","2400","194200","2405","182175","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1070","1746122","0.0-4.0-32.0-2.0","24","65907","female","839","","","","68","gain","30","","","1744616","1","","","","0","","1500","196600","1506","184580","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","839",""
"","iti_outcome_learning","","html-keyboard-response","1071","1747527","0.0-4.0-32.0-3.0","24","65907","female","null","","","","null","","30","","","1746122","1","","","","","","1400","199000","1405","186086","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1072","1749034","0.0-4.0-33.0-0.0","24","65907","female","null","","","","null","","31","","","1747527","1","","1700","","","","1500","200400","1507","187491","","","","","","","","","","","","","0","","","","1500","","","","","","","","","","","","","20","F","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1073","1750740","0.0-4.0-33.0-1.0","24","65907","female","null","","","","null","","31","","","1749034","1","","","","","","1700","201900","1706","188998","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1074","1752246","0.0-4.0-33.0-2.0","24","65907","female","787","","","","68","gain","31","","","1750740","1","","","","0","","1500","203600","1506","190704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","787",""
"","iti_outcome_learning","","html-keyboard-response","1075","1753751","0.0-4.0-33.0-3.0","24","65907","female","null","","","","null","","31","","","1752246","1","","","","","","1500","205300","1505","192210","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1076","1755258","0.0-4.0-34.0-0.0","24","65907","female","null","","","","null","","32","","","1753751","1","","1100","","","","1500","206800","1507","193715","","","","","","","","","","","","","0","","","","1900","","","","","","","","","","","","","35","I","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1077","1756363","0.0-4.0-34.0-1.0","24","65907","female","null","","","","null","","32","","","1755258","1","","","","","","1100","208300","1105","195222","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1078","1757869","0.0-4.0-34.0-2.0","24","65907","female","849","","","","68","gain","32","","","1756363","1","","","","0","","1500","209400","1506","196327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","849",""
"","iti_outcome_learning","","html-keyboard-response","1079","1759774","0.0-4.0-34.0-3.0","24","65907","female","null","","","","null","","32","","","1757869","1","","","","","","1900","210500","1905","197833","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1080","1761281","0.0-4.0-35.0-0.0","24","65907","female","null","","","","null","","33","","","1759774","1","","1900","","","","1500","212400","1507","199738","","","","","","","","","","","","","0","","","","2900","","","","","","","","","","","","","0","H","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1081","1763187","0.0-4.0-35.0-1.0","24","65907","female","null","","","","null","","33","","","1761281","1","","","","","","1900","213900","1906","201245","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1082","1764694","0.0-4.0-35.0-2.0","24","65907","female","947","","","","75","no_gain","33","","","1763187","1","","","","0","","1500","215800","1507","203151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","947",""
"","iti_outcome_learning","","html-keyboard-response","1083","1767600","0.0-4.0-35.0-3.0","24","65907","female","null","","","","null","","33","","","1764694","1","","","","","","2900","217700","2906","204658","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1084","1769107","0.0-4.0-36.0-0.0","24","65907","female","null","","","","null","","34","","","1767600","1","","1400","","","","1500","220600","1507","207564","","","","","","","","","","","","","0","","","","4300","","","","","","","","","","","","","7","B","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1085","1770512","0.0-4.0-36.0-1.0","24","65907","female","null","","","","null","","34","","","1769107","1","","","","","","1400","222100","1405","209071","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1086","1772017","0.0-4.0-36.0-2.0","24","65907","female","893","","","","68","gain","34","","","1770512","1","","","","0","","1500","223500","1505","210476","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","893",""
"","iti_outcome_learning","","html-keyboard-response","1087","1776323","0.0-4.0-36.0-3.0","24","65907","female","null","","","","null","","34","","","1772017","1","","","","","","4300","224900","4306","211981","4300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1088","1777830","0.0-4.0-37.0-0.0","24","65907","female","null","","","","null","","35","","","1776323","1","","2900","","","","1500","229200","1507","216287","","","","","","","","","","","","","0","","","","1200","","","","","","","","","","","","","41","E","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1089","1780736","0.0-4.0-37.0-1.0","24","65907","female","null","","","","null","","35","","","1777830","1","","","","","","2900","230700","2906","217794","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1090","1782242","0.0-4.0-37.0-2.0","24","65907","female","833","","","","68","gain","35","","","1780736","1","","","","0","","1500","233600","1506","220700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","833",""
"","iti_outcome_learning","","html-keyboard-response","1091","1783449","0.0-4.0-37.0-3.0","24","65907","female","null","","","","null","","35","","","1782242","1","","","","","","1200","236500","1207","222206","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1092","1784955","0.0-4.0-38.0-0.0","24","65907","female","null","","","","null","","36","","","1783449","1","","2200","","","","1500","237700","1506","223413","","","","","","","","","","","","","0","","","","1100","","","","","","","","","","","","","29","L","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1093","1787162","0.0-4.0-38.0-1.0","24","65907","female","null","","","","null","","36","","","1784955","1","","","","","","2200","239200","2207","224919","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1094","1788668","0.0-4.0-38.0-2.0","24","65907","female","893","","","","75","no_gain","36","","","1787162","1","","","","0","","1500","241400","1506","227126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","893",""
"","iti_outcome_learning","","html-keyboard-response","1095","1789773","0.0-4.0-38.0-3.0","24","65907","female","null","","","","null","","36","","","1788668","1","","","","","","1100","243600","1105","228632","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1096","1791279","0.0-4.0-39.0-0.0","24","65907","female","null","","","","null","","37","","","1789773","1","","2400","","","","1500","244700","1506","229737","","","","","","","","","","","","","0","","","","1200","","","","","","","","","","","","","18","J","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1097","1793684","0.0-4.0-39.0-1.0","24","65907","female","null","","","","null","","37","","","1791279","1","","","","","","2400","246200","2405","231243","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1098","1795191","0.0-4.0-39.0-2.0","24","65907","female","954","","","","75","no_gain","37","","","1793684","1","","","","0","","1500","248600","1507","233648","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","954",""
"","iti_outcome_learning","","html-keyboard-response","1099","1796397","0.0-4.0-39.0-3.0","24","65907","female","null","","","","null","","37","","","1795191","1","","","","","","1200","251000","1206","235155","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1100","1797902","0.0-4.0-40.0-0.0","24","65907","female","null","","","","null","","38","","","1796397","1","","2700","","","","1500","252200","1505","236361","","","","","","","","","","","","","0","","","","1600","","","","","","","","","","","","","40","D","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1101","1800608","0.0-4.0-40.0-1.0","24","65907","female","null","","","","null","","38","","","1797902","1","","","","","","2700","253700","2706","237866","2700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1102","1802113","0.0-4.0-40.0-2.0","24","65907","female","881","","","","75","no_gain","38","","","1800608","1","","","","0","","1500","256400","1505","240572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881",""
"","iti_outcome_learning","","html-keyboard-response","1103","1803719","0.0-4.0-40.0-3.0","24","65907","female","null","","","","null","","38","","","1802113","1","","","","","","1600","259100","1606","242077","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1104","1805226","0.0-4.0-41.0-0.0","24","65907","female","null","","","","null","","39","","","1803719","1","","1600","","","","1500","260700","1507","243683","","","","","","","","","","","","","0","","","","4600","","","","","","","","","","","","","43","K","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1105","1807704","0.0-4.0-41.0-1.0","24","65907","female","null","","","","null","","39","","","1805226","1","","","","","","1600","262200","2478","245190","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1106","1809703","0.0-4.0-41.0-2.0","24","65907","female","null","","","","null","no_response","39","","","1807704","1","","","","1","","1500","263800","1999","247668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN",""
"","iti_outcome_learning","","html-keyboard-response","1107","1814310","0.0-4.0-41.0-3.0","24","65907","female","null","","","","null","","39","","","1809703","1","","","","","","4600","265400","4607","249667","4600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_learning_run_over","","html-keyboard-response","1108","1818030","0.0-4.0-41.0-5.0-0.0","24","65907","female","3715","","","","68","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","1109","1819487","0.0-4.0-41.0-5.0-1.0","24","65907","female","1451","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1110","1820995","0.0-4.0-42.0-0.0","24","65907","female","null","","","","null","","40","","","1819487","2","","1200","","","","1500","0","1508","0","","","","","","","","","","","","","0","","","","1100","","","","","","","","","","","","","8","C","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1111","1822202","0.0-4.0-42.0-1.0","24","65907","female","null","","","","null","","40","","","1820995","2","","","","","","1200","1500","1207","1508","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1112","1823709","0.0-4.0-42.0-2.0","24","65907","female","869","","","","75","no_gain","40","","","1822202","2","","","","0","","1500","2700","1507","2715","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","869",""
"","iti_outcome_learning","","html-keyboard-response","1113","1824814","0.0-4.0-42.0-3.0","24","65907","female","null","","","","null","","40","","","1823709","2","","","","","","1100","3900","1105","4222","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1114","1826320","0.0-4.0-43.0-0.0","24","65907","female","null","","","","null","","41","","","1824814","2","","1100","","","","1500","5000","1506","5327","","","","","","","","","","","","","0","","","","1100","","","","","","","","","","","","","40","D","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1115","1827426","0.0-4.0-43.0-1.0","24","65907","female","null","","","","null","","41","","","1826320","2","","","","","","1100","6500","1106","6833","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1116","1828932","0.0-4.0-43.0-2.0","24","65907","female","710","","","","68","gain","41","","","1827426","2","","","","0","","1500","7600","1506","7939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710",""
"","iti_outcome_learning","","html-keyboard-response","1117","1830042","0.0-4.0-43.0-3.0","24","65907","female","null","","","","null","","41","","","1828932","2","","","","","","1100","8700","1110","9445","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1118","1831548","0.0-4.0-44.0-0.0","24","65907","female","null","","","","null","","42","","","1830042","2","","2700","","","","1500","9800","1506","10555","","","","","","","","","","","","","0","","","","1300","","","","","","","","","","","","","0","H","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1119","1834257","0.0-4.0-44.0-1.0","24","65907","female","null","","","","null","","42","","","1831548","2","","","","","","2700","11300","2709","12061","2700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1120","1835763","0.0-4.0-44.0-2.0","24","65907","female","910","","","","75","no_gain","42","","","1834257","2","","","","0","","1500","14000","1506","14770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910",""
"","iti_outcome_learning","","html-keyboard-response","1121","1837070","0.0-4.0-44.0-3.0","24","65907","female","null","","","","null","","42","","","1835763","2","","","","","","1300","16700","1307","16276","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1122","1838575","0.0-4.0-45.0-0.0","24","65907","female","null","","","","null","","43","","","1837070","2","","1900","","","","1500","18000","1505","17583","","","","","","","","","","","","","0","","","","1100","","","","","","","","","","","","","43","K","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1123","1840481","0.0-4.0-45.0-1.0","24","65907","female","null","","","","null","","43","","","1838575","2","","","","","","1900","19500","1906","19088","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1124","1841986","0.0-4.0-45.0-2.0","24","65907","female","854","","","","75","no_gain","43","","","1840481","2","","","","0","","1500","21400","1505","20994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","854",""
"","iti_outcome_learning","","html-keyboard-response","1125","1843093","0.0-4.0-45.0-3.0","24","65907","female","null","","","","null","","43","","","1841986","2","","","","","","1100","23300","1107","22499","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1126","1844600","0.0-4.0-46.0-0.0","24","65907","female","null","","","","null","","44","","","1843093","2","","3100","","","","1500","24400","1507","23606","","","","","","","","","","","","","0","","","","4900","","","","","","","","","","","","","20","F","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1127","1847705","0.0-4.0-46.0-1.0","24","65907","female","null","","","","null","","44","","","1844600","2","","","","","","3100","25900","3105","25113","3100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1128","1849212","0.0-4.0-46.0-2.0","24","65907","female","1079","","","","68","gain","44","","","1847705","2","","","","0","","1500","29000","1507","28218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1079",""
"","iti_outcome_learning","","html-keyboard-response","1129","1854120","0.0-4.0-46.0-3.0","24","65907","female","null","","","","null","","44","","","1849212","2","","","","","","4900","32100","4908","29725","4900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1130","1855627","0.0-4.0-47.0-0.0","24","65907","female","null","","","","null","","45","","","1854120","2","","1200","","","","1500","37000","1507","34633","","","","","","","","","","","","","0","","","","1100","","","","","","","","","","","","","18","J","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1131","1856833","0.0-4.0-47.0-1.0","24","65907","female","null","","","","null","","45","","","1855627","2","","","","","","1200","38500","1206","36140","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1132","1858341","0.0-4.0-47.0-2.0","24","65907","female","1363","","","","75","no_gain","45","","","1856833","2","","","","0","","1500","39700","1508","37346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1363",""
"","iti_outcome_learning","","html-keyboard-response","1133","1859446","0.0-4.0-47.0-3.0","24","65907","female","null","","","","null","","45","","","1858341","2","","","","","","1100","40900","1105","38854","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1134","1860954","0.0-4.0-48.0-0.0","24","65907","female","null","","","","null","","46","","","1859446","2","","1700","","","","1500","42000","1508","39959","","","","","","","","","","","","","0","","","","2800","","","","","","","","","","","","","7","B","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1135","1862660","0.0-4.0-48.0-1.0","24","65907","female","null","","","","null","","46","","","1860954","2","","","","","","1700","43500","1706","41467","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1136","1864171","0.0-4.0-48.0-2.0","24","65907","female","941","","","","68","gain","46","","","1862660","2","","","","0","","1500","45200","1511","43173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","941",""
"","iti_outcome_learning","","html-keyboard-response","1137","1866978","0.0-4.0-48.0-3.0","24","65907","female","null","","","","null","","46","","","1864171","2","","","","","","2800","46900","2807","44684","2800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1138","1868485","0.0-4.0-49.0-0.0","24","65907","female","null","","","","null","","47","","","1866978","2","","1300","","","","1500","49700","1507","47491","","","","","","","","","","","","","0","","","","1500","","","","","","","","","","","","","41","E","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1139","1869790","0.0-4.0-49.0-1.0","24","65907","female","null","","","","null","","47","","","1868485","2","","","","","","1300","51200","1305","48998","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1140","1871295","0.0-4.0-49.0-2.0","24","65907","female","901","","","","68","gain","47","","","1869790","2","","","","0","","1500","52500","1505","50303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","901",""
"","iti_outcome_learning","","html-keyboard-response","1141","1872801","0.0-4.0-49.0-3.0","24","65907","female","null","","","","null","","47","","","1871295","2","","","","","","1500","53800","1506","51808","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1142","1874307","0.0-4.0-50.0-0.0","24","65907","female","null","","","","null","","48","","","1872801","2","","3400","","","","1500","55300","1506","53314","","","","","","","","","","","","","0","","","","1300","","","","","","","","","","","","","35","I","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1143","1877713","0.0-4.0-50.0-1.0","24","65907","female","null","","","","null","","48","","","1874307","2","","","","","","3400","56800","3406","54820","3400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1144","1879219","0.0-4.0-50.0-2.0","24","65907","female","840","","","","68","gain","48","","","1877713","2","","","","0","","1500","60200","1506","58226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840",""
"","iti_outcome_learning","","html-keyboard-response","1145","1880523","0.0-4.0-50.0-3.0","24","65907","female","null","","","","null","","48","","","1879219","2","","","","","","1300","63600","1304","59732","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1146","1882029","0.0-4.0-51.0-0.0","24","65907","female","null","","","","null","","49","","","1880523","2","","1400","","","","1500","64900","1506","61036","","","","","","","","","","","","","0","","","","1200","","","","","","","","","","","","","39","A","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1147","1883435","0.0-4.0-51.0-1.0","24","65907","female","null","","","","null","","49","","","1882029","2","","","","","","1400","66400","1406","62542","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1148","1884943","0.0-4.0-51.0-2.0","24","65907","female","862","","","","68","gain","49","","","1883435","2","","","","0","","1500","67800","1508","63948","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","862",""
"","iti_outcome_learning","","html-keyboard-response","1149","1886150","0.0-4.0-51.0-3.0","24","65907","female","null","","","","null","","49","","","1884943","2","","","","","","1200","69200","1207","65456","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1150","1887656","0.0-4.0-52.0-0.0","24","65907","female","null","","","","null","","50","","","1886150","2","","1300","","","","1500","70400","1506","66663","","","","","","","","","","","","","0","","","","1200","","","","","","","","","","","","","1","G","gain","",""
"","isi_outcome_learning","","html-keyboard-response","1151","1888962","0.0-4.0-52.0-1.0","24","65907","female","null","","","","null","","50","","","1887656","2","","","","","","1300","71900","1306","68169","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1152","1890468","0.0-4.0-52.0-2.0","24","65907","female","832","","","","68","gain","50","","","1888962","2","","","","0","","1500","73200","1506","69475","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","832",""
"","iti_outcome_learning","","html-keyboard-response","1153","1891673","0.0-4.0-52.0-3.0","24","65907","female","null","","","","null","","50","","","1890468","2","","","","","","1200","74500","1205","70981","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1154","1893181","0.0-4.0-53.0-0.0","24","65907","female","null","","","","null","","51","","","1891673","2","","2400","","","","1500","75700","1508","72186","","","","","","","","","","","","","0","","","","1900","","","","","","","","","","","","","29","L","no_gain","",""
"","isi_outcome_learning","","html-keyboard-response","1155","1895586","0.0-4.0-53.0-1.0","24","65907","female","null","","","","null","","51","","","1893181","2","","","","","","2400","77200","2405","73694","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1156","1897094","0.0-4.0-53.0-2.0","24","65907","female","902","","","","75","no_gain","51","","","1895586","2","","","","0","","1500","79600","1508","76099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","902",""
