"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","scramble_acc","scramble_no_response","warning","chosen_left","old_pair","pair_type","old_response","pair_acc","choice_type","reward_type","stimulus_id","outcome_response","outcome_rt","outcome_acc"
"","outcome_estimation","","html-keyboard-response","743","271560","0.0-7.0-10.0-0.0","11","36963","11","null","","","","null","","8","","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","271445","","","","","","","","","","1","L","0","","","","3200","1","1","","","","","","","","","100","1300","115","1438","","","","","","","","","","unchosen","no_gain","30","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","744","271670","0.0-7.0-10.0-2.0-0.0","11","36963","11","null","","","","null","","8","","","271560","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","1400","110","1553","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","745","271780","0.0-7.0-10.0-3.0","11","36963","11","null","","","","null","","8","","","271670","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","1500","110","1663","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","746","271887","0.0-7.0-11.0-0.0","11","36963","11","104","","","","75","","9","","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","271780","","","","","","","","","","0","D","0","","","","1700","1","1","","","","","","","","","104","1600","107","1773","","","","","","","","","","chosen","gain","17","no_gain","104","0"
"","outcome_estimation_confirmation_trial","","html-keyboard-response","747","271890","0.0-7.0-11.0-1.0-0.0","11","36963","11","null","","","","null","","9","","","271887","","","","","","","","","","","","","","","","","","1","","","","","","","","","-4","1704","3","1880","-4","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","748","271998","0.0-7.0-11.0-3.0","11","36963","11","null","","","","null","","9","","","271890","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","1700","108","1883","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","749","272060","0.0-7.0-12.0-0.0","11","36963","11","58","","","","75","","10","","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","271998","","","","","","","","","","0","E","0","","","","1500","1","1","","","","","","","","","58","1800","62","1991","","","","","","","","","","unchosen","no_gain","36","no_gain","58","1"
"","outcome_estimation_confirmation_trial","","html-keyboard-response","750","272109","0.0-7.0-12.0-1.0-0.0","11","36963","11","null","","","","null","","10","","","272060","","","","","","","","","","","","","","","","","","1","","","","","","","","","42","1858","49","2053","42","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","751","272220","0.0-7.0-12.0-3.0","11","36963","11","null","","","","null","","10","","","272109","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","1900","111","2102","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","752","272222","0.0-7.0-13.0-0.0","11","36963","11","0","","","","75","","11","","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","272220","","","","","","","","","","0","K","0","","","","1100","1","1","","","","","","","","","0","2000","2","2213","","","","","","","","","","chosen","gain","40","no_gain","0","0"
"","outcome_estimation_confirmation_trial","","html-keyboard-response","753","272329","0.0-7.0-13.0-1.0-0.0","11","36963","11","null","","","","null","","11","","","272222","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","2000","107","2215","100","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","754","272437","0.0-7.0-13.0-3.0","11","36963","11","null","","","","null","","11","","","272329","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","2100","108","2322","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","755","272547","0.0-7.0-14.0-0.0","11","36963","11","105","","","","75","","12","","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","272437","","","","","","","","","","0","C","0","","","","2200","1","1","","","","","","","","","105","2200","110","2430","","","","","","","","","","chosen","gain","34","no_gain","105","0"
"","outcome_estimation_confirmation_trial","","html-keyboard-response","756","272550","0.0-7.0-14.0-1.0-0.0","11","36963","11","null","","","","null","","12","","","272547","","","","","","","","","","","","","","","","","","1","","","","","","","","","-5","2305","3","2540","-5","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","757","272657","0.0-7.0-14.0-3.0","11","36963","11","null","","","","null","","12","","","272550","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","2300","107","2543","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","758","272720","0.0-7.0-15.0-0.0","11","36963","11","59","","","","75","","13","","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","272657","","","","","","","","","","0","H","0","","","","2200","1","1","","","","","","","","","59","2400","63","2650","","","","","","","","","","unchosen","gain","19","no_gain","59","0"
"","outcome_estimation_confirmation_trial","","html-keyboard-response","759","272768","0.0-7.0-15.0-1.0-0.0","11","36963","11","null","","","","null","","13","","","272720","","","","","","","","","","","","","","","","","","1","","","","","","","","","41","2459","48","2713","41","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","760","272882","0.0-7.0-15.0-3.0","11","36963","11","null","","","","null","","13","","","272768","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","2500","114","2761","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","761","272889","0.0-7.0-16.0-0.0","11","36963","11","3","","","","75","","14","","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","272882","","","","","","","","","","0","B","0","","","","1500","1","1","","","","","","","","","3","2600","7","2875","","","","","","","","","","chosen","no_gain","15","no_gain","3","1"
"","outcome_estimation_confirmation_trial","","html-keyboard-response","762","272994","0.0-7.0-16.0-1.0-0.0","11","36963","11","null","","","","null","","14","","","272889","","","","","","","","","","","","","","","","","","1","","","","","","","","","97","2603","105","2882","97","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","763","273106","0.0-7.0-16.0-3.0","11","36963","11","null","","","","null","","14","","","272994","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","2700","112","2987","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","764","273214","0.0-7.0-17.0-0.0","11","36963","11","null","","","","null","","15","","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","273106","","","","","","","","","","1","H","0","","","","3000","1","1","","","","","","","","","100","2800","108","3099","","","","","","","","","","chosen","gain","8","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","765","273330","0.0-7.0-17.0-2.0-0.0","11","36963","11","null","","","","null","","15","","","273214","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","2900","116","3207","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","766","273441","0.0-7.0-17.0-3.0","11","36963","11","null","","","","null","","15","","","273330","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","3000","111","3323","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","767","273548","0.0-7.0-18.0-0.0","11","36963","11","null","","","","null","","16","","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","273441","","","","","","","","","","1","F","0","","","","1400","1","1","","","","","","","","","100","3100","107","3434","","","","","","","","","","unchosen","gain","16","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","768","273656","0.0-7.0-18.0-2.0-0.0","11","36963","11","null","","","","null","","16","","","273548","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","3200","108","3541","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","769","273770","0.0-7.0-18.0-3.0","11","36963","11","null","","","","null","","16","","","273656","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","3300","114","3649","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","770","273877","0.0-7.0-19.0-0.0","11","36963","11","null","","","","null","","17","","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","273770","","","","","","","","","","1","A","0","","","","1700","1","1","","","","","","","","","100","3400","107","3763","","","","","","","","","","chosen","gain","37","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","771","273994","0.0-7.0-19.0-2.0-0.0","11","36963","11","null","","","","null","","17","","","273877","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","3500","117","3870","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","772","274105","0.0-7.0-19.0-3.0","11","36963","11","null","","","","null","","17","","","273994","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","3600","111","3987","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","773","274213","0.0-7.0-20.0-0.0","11","36963","11","104","","","","75","","18","","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","274105","","","","","","","","","","0","J","0","","","","1400","1","1","","","","","","","","","104","3700","108","4098","","","","","","","","","","unchosen","no_gain","23","no_gain","104","1"
"","outcome_estimation_confirmation_trial","","html-keyboard-response","774","274215","0.0-7.0-20.0-1.0-0.0","11","36963","11","null","","","","null","","18","","","274213","","","","","","","","","","","","","","","","","","1","","","","","","","","","-4","3804","2","4206","-4","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","775","274320","0.0-7.0-20.0-3.0","11","36963","11","null","","","","null","","18","","","274215","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","3800","105","4208","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","776","274381","0.0-7.0-21.0-0.0","11","36963","11","58","","","","75","","19","","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","274320","","","","","","","","","","0","J","0","","","","3200","1","1","","","","","","","","","58","3900","61","4313","","","","","","","","","","chosen","no_gain","47","no_gain","58","1"
"","outcome_estimation_confirmation_trial","","html-keyboard-response","777","274429","0.0-7.0-21.0-1.0-0.0","11","36963","11","null","","","","null","","19","","","274381","","","","","","","","","","","","","","","","","","1","","","","","","","","","42","3958","48","4374","42","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","778","274543","0.0-7.0-21.0-3.0","11","36963","11","null","","","","null","","19","","","274429","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","4000","114","4422","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","779","274547","0.0-7.0-22.0-0.0","11","36963","11","1","","","","75","","20","","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","274543","","","","","","","","","","0","A","0","","","","1400","1","1","","","","","","","","","1","4100","4","4536","","","","","","","","","","unchosen","gain","6","no_gain","1","0"
"","outcome_estimation_confirmation_trial","","html-keyboard-response","780","274653","0.0-7.0-22.0-1.0-0.0","11","36963","11","null","","","","null","","20","","","274547","","","","","","","","","","","","","","","","","","1","","","","","","","","","99","4101","106","4540","99","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","781","274769","0.0-7.0-22.0-3.0","11","36963","11","null","","","","null","","20","","","274653","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","4200","116","4646","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","782","274876","0.0-7.0-23.0-0.0","11","36963","11","null","","","","null","","21","","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","274769","","","","","","","","","","1","K","0","","","","1400","1","1","","","","","","","","","100","4300","107","4762","","","","","","","","","","unchosen","gain","26","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","783","274985","0.0-7.0-23.0-2.0-0.0","11","36963","11","null","","","","null","","21","","","274876","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","4400","109","4869","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","784","275089","0.0-7.0-23.0-3.0","11","36963","11","null","","","","null","","21","","","274985","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","4500","104","4978","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","785","275193","0.0-7.0-24.0-0.0","11","36963","11","null","","","","null","","22","","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","275089","","","","","","","","","","1","I","0","","","","1200","1","1","","","","","","","","","100","4600","104","5082","","","","","","","","","","chosen","no_gain","2","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","786","275304","0.0-7.0-24.0-2.0-0.0","11","36963","11","null","","","","null","","22","","","275193","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","4700","111","5186","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","787","275417","0.0-7.0-24.0-3.0","11","36963","11","null","","","","null","","22","","","275304","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","4800","113","5297","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","788","275527","0.0-7.0-25.0-0.0","11","36963","11","null","","","","null","","23","","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","275417","","","","","","","","","","1","D","0","","","","1400","1","1","","","","","","","","","100","4900","110","5410","","","","","","","","","","unchosen","gain","43","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","789","275639","0.0-7.0-25.0-2.0-0.0","11","36963","11","null","","","","null","","23","","","275527","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","5000","112","5520","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","790","275750","0.0-7.0-25.0-3.0","11","36963","11","null","","","","null","","23","","","275639","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","5100","111","5632","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","791","275864","0.0-7.0-26.0-0.0","11","36963","11","null","","","","null","","24","","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","275750","","","","","","","","","","1","C","0","","","","2300","1","1","","","","","","","","","100","5200","114","5743","","","","","","","","","","unchosen","gain","5","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","792","275972","0.0-7.0-26.0-2.0-0.0","11","36963","11","null","","","","null","","24","","","275864","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","5300","108","5857","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","793","276076","0.0-7.0-26.0-3.0","11","36963","11","null","","","","null","","24","","","275972","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","5400","104","5965","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","794","276184","0.0-7.0-27.0-0.0","11","36963","11","null","","","","null","","25","","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","276076","","","","","","","","","","1","G","0","","","","3100","1","1","","","","","","","","","100","5500","108","6069","","","","","","","","","","chosen","no_gain","4","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","795","276292","0.0-7.0-27.0-2.0-0.0","11","36963","11","null","","","","null","","25","","","276184","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","5600","108","6177","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","796","276399","0.0-7.0-27.0-3.0","11","36963","11","null","","","","null","","25","","","276292","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","5700","107","6285","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","797","276511","0.0-7.0-28.0-0.0","11","36963","11","null","","","","null","","26","","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","276399","","","","","","","","","","1","F","0","","","","1400","1","1","","","","","","","","","100","5800","112","6392","","","","","","","","","","chosen","gain","35","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","798","276624","0.0-7.0-28.0-2.0-0.0","11","36963","11","null","","","","null","","26","","","276511","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","5900","113","6504","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","799","276736","0.0-7.0-28.0-3.0","11","36963","11","null","","","","null","","26","","","276624","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","6000","112","6617","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","800","276848","0.0-7.0-29.0-0.0","11","36963","11","null","","","","null","","27","","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","276736","","","","","","","","","","1","F","0","","","","1900","2","1","","","","","","","","","100","6100","112","6729","","","","","","","","","","unchosen","gain","16","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","801","276958","0.0-7.0-29.0-2.0-0.0","11","36963","11","null","","","","null","","27","","","276848","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","6200","110","6841","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","802","277070","0.0-7.0-29.0-3.0","11","36963","11","null","","","","null","","27","","","276958","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","6300","112","6951","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","803","277184","0.0-7.0-30.0-0.0","11","36963","11","null","","","","null","","28","","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","277070","","","","","","","","","","1","K","0","","","","2000","2","1","","","","","","","","","100","6400","114","7063","","","","","","","","","","chosen","gain","40","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","804","277294","0.0-7.0-30.0-2.0-0.0","11","36963","11","null","","","","null","","28","","","277184","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","6500","110","7177","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","805","277405","0.0-7.0-30.0-3.0","11","36963","11","null","","","","null","","28","","","277294","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","6600","111","7287","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","806","277517","0.0-7.0-31.0-0.0","11","36963","11","null","","","","null","","29","","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","277405","","","","","","","","","","1","J","0","","","","1100","2","1","","","","","","","","","100","6700","112","7398","","","","","","","","","","chosen","no_gain","47","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","807","277622","0.0-7.0-31.0-2.0-0.0","11","36963","11","null","","","","null","","29","","","277517","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","6800","105","7510","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","808","277734","0.0-7.0-31.0-3.0","11","36963","11","null","","","","null","","29","","","277622","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","6900","112","7615","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","809","277848","0.0-7.0-32.0-0.0","11","36963","11","null","","","","null","","30","","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","277734","","","","","","","","","","1","G","0","","","","1000","2","1","","","","","","","","","100","7000","114","7727","","","","","","","","","","unchosen","no_gain","42","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","810","277956","0.0-7.0-32.0-2.0-0.0","11","36963","11","null","","","","null","","30","","","277848","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","7100","108","7841","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","811","278060","0.0-7.0-32.0-3.0","11","36963","11","null","","","","null","","30","","","277956","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","7200","104","7949","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","812","278168","0.0-7.0-33.0-0.0","11","36963","11","null","","","","null","","31","","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","278060","","","","","","","","","","1","K","0","","","","4500","2","1","","","","","","","","","100","7300","108","8053","","","","","","","","","","unchosen","gain","26","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","813","278276","0.0-7.0-33.0-2.0-0.0","11","36963","11","null","","","","null","","31","","","278168","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","7400","108","8161","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","814","278385","0.0-7.0-33.0-3.0","11","36963","11","null","","","","null","","31","","","278276","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","7500","109","8269","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","815","278495","0.0-7.0-34.0-0.0","11","36963","11","null","","","","null","","32","","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","278385","","","","","","","","","","1","G","0","","","","1500","2","1","","","","","","","","","100","7600","110","8378","","","","","","","","","","chosen","no_gain","4","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","816","278606","0.0-7.0-34.0-2.0-0.0","11","36963","11","null","","","","null","","32","","","278495","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","7700","111","8488","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","817","278719","0.0-7.0-34.0-3.0","11","36963","11","null","","","","null","","32","","","278606","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","7800","113","8599","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","818","278834","0.0-7.0-35.0-0.0","11","36963","11","null","","","","null","","33","","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","278719","","","","","","","","","","1","A","0","","","","1700","2","1","","","","","","","","","100","7900","115","8712","","","","","","","","","","unchosen","gain","6","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","819","278944","0.0-7.0-35.0-2.0-0.0","11","36963","11","null","","","","null","","33","","","278834","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","8000","110","8827","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","820","279054","0.0-7.0-35.0-3.0","11","36963","11","null","","","","null","","33","","","278944","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","8100","110","8937","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","821","279166","0.0-7.0-36.0-0.0","11","36963","11","null","","","","null","","34","","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","279054","","","","","","","","","","1","D","0","","","","2200","2","1","","","","","","","","","100","8200","112","9047","","","","","","","","","","chosen","gain","17","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","822","279278","0.0-7.0-36.0-2.0-0.0","11","36963","11","null","","","","null","","34","","","279166","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","8300","112","9159","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","823","279389","0.0-7.0-36.0-3.0","11","36963","11","null","","","","null","","34","","","279278","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","8400","111","9271","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","824","279501","0.0-7.0-37.0-0.0","11","36963","11","null","","","","null","","35","","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","279389","","","","","","","","","","1","C","0","","","","1700","2","1","","","","","","","","","100","8500","112","9382","","","","","","","","","","chosen","gain","34","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","825","279617","0.0-7.0-37.0-2.0-0.0","11","36963","11","null","","","","null","","35","","","279501","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","8600","116","9494","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","826","279729","0.0-7.0-37.0-3.0","11","36963","11","null","","","","null","","35","","","279617","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","8700","112","9610","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","827","279839","0.0-7.0-38.0-0.0","11","36963","11","null","","","","null","","36","","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","279729","","","","","","","","","","1","L","0","","","","2200","2","1","","","","","","","","","100","8800","110","9722","","","","","","","","","","unchosen","no_gain","30","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","828","279949","0.0-7.0-38.0-2.0-0.0","11","36963","11","null","","","","null","","36","","","279839","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","8900","110","9832","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","829","280062","0.0-7.0-38.0-3.0","11","36963","11","null","","","","null","","36","","","279949","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","9000","113","9942","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","830","280179","0.0-7.0-39.0-0.0","11","36963","11","null","","","","null","","37","","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","280062","","","","","","","","","","1","H","0","","","","1400","2","1","","","","","","","","","100","9100","117","10055","","","","","","","","","","chosen","gain","8","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","831","280287","0.0-7.0-39.0-2.0-0.0","11","36963","11","null","","","","null","","37","","","280179","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","9200","108","10172","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","832","280400","0.0-7.0-39.0-3.0","11","36963","11","null","","","","null","","37","","","280287","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","9300","113","10280","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","833","280512","0.0-7.0-40.0-0.0","11","36963","11","null","","","","null","","38","","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","280400","","","","","","","","","","1","B","0","","","","4100","2","1","","","","","","","","","100","9400","112","10393","","","","","","","","","","chosen","no_gain","15","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","834","280624","0.0-7.0-40.0-2.0-0.0","11","36963","11","null","","","","null","","38","","","280512","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","9500","112","10505","","","","1","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","835","280736","0.0-7.0-40.0-3.0","11","36963","11","null","","","","null","","38","","","280624","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","9600","112","10617","100","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","836","280845","0.0-7.0-41.0-0.0","11","36963","11","null","","","","null","","39","","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","280736","","","","","","","","","","1","D","0","","","","1400","2","1","","","","","","","","","100","9700","109","10729","","","","","","","","","","unchosen","gain","43","no_response","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","837","280950","0.0-7.0-41.0-2.0-0.0","11","36963","11","null","","","","null","","39","","","280845","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","9800","105","10838","","","","1","","","","","","","","","","",""
