"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","outcome_estimation","","html-keyboard-response","2519","4606700","0.0-7.0-20.0-0.0","32","45313","Female","628","","","","68","","18","","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","4606063","1","","","","0","","628","62900","637","63234","","","","","","","","","","","","G","0","","","","1100","1","","","","","","","","","","10","","","","","unchosen","","","","","","","","","","","gain","gain","628","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2520","4608078","0.0-7.0-20.0-1.0-0.0","32","45313","Female","null","","","","null","","18","","","4606700","1","","","","","","1372","63528","1378","63871","1372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2521","4609184","0.0-7.0-20.0-3.0","32","45313","Female","null","","","","null","","18","","","4608078","1","","","","","","1100","64900","1106","65249","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2522","4610054","0.0-7.0-21.0-0.0","32","45313","Female","865","","","","68","","19","","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","4609184","1","","","","0","","865","66000","870","66355","","","","","","","","","","","","I","0","","","","2100","1","","","","","","","","","","7","","","","","chosen","","","","","","","","","","","no_gain","gain","865","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2523","4611194","0.0-7.0-21.0-1.0-0.0","32","45313","Female","null","","","","null","","19","","","4610054","1","","","","","","1135","66865","1140","67225","1135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2524","4613300","0.0-7.0-21.0-3.0","32","45313","Female","null","","","","null","","19","","","4611194","1","","","","","","2100","68000","2106","68365","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2525","4614001","0.0-7.0-22.0-0.0","32","45313","Female","695","","","","75","","20","","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","4613300","1","","","","0","","695","70100","701","70471","","","","","","","","","","","","E","0","","","","2600","1","","","","","","","","","","30","","","","","chosen","","","","","","","","","","","no_gain","no_gain","695","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2526","4615312","0.0-7.0-22.0-1.0-0.0","32","45313","Female","null","","","","null","","20","","","4614001","1","","","","","","1305","70795","1311","71172","1305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2527","4617920","0.0-7.0-22.0-3.0","32","45313","Female","null","","","","null","","20","","","4615312","1","","","","","","2600","72100","2608","72483","2600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2528","4618703","0.0-7.0-23.0-0.0","32","45313","Female","775","","","","75","","21","","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","4617920","1","","","","0","","775","74700","783","75091","","","","","","","","","","","","H","0","","","","3300","1","","","","","","","","","","22","","","","","unchosen","","","","","","","","","","","gain","no_gain","775","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2529","4619935","0.0-7.0-23.0-1.0-0.0","32","45313","Female","null","","","","null","","21","","","4618703","1","","","","","","1225","75475","1232","75874","1225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2530","4623244","0.0-7.0-23.0-3.0","32","45313","Female","null","","","","null","","21","","","4619935","1","","","","","","3300","76700","3309","77106","3300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2531","4623988","0.0-7.0-24.0-0.0","32","45313","Female","736","","","","68","","22","","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","4623244","1","","","","0","","736","80000","744","80415","","","","","","","","","","","","G","0","","","","1900","1","","","","","","","","","","43","","","","","chosen","","","","","","","","","","","gain","gain","736","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2532","4625259","0.0-7.0-24.0-1.0-0.0","32","45313","Female","null","","","","null","","22","","","4623988","1","","","","","","1264","80736","1271","81159","1264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2533","4627173","0.0-7.0-24.0-3.0","32","45313","Female","null","","","","null","","22","","","4625259","1","","","","","","1900","82000","1914","82430","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2534","4628015","0.0-7.0-25.0-0.0","32","45313","Female","834","","","","68","","23","","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","4627173","1","","","","0","","834","83900","842","84344","","","","","","","","","","","","J","0","","","","1200","1","","","","","","","","","","46","","","","","unchosen","","","","","","","","","","","gain","gain","834","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2535","4629188","0.0-7.0-25.0-1.0-0.0","32","45313","Female","null","","","","null","","23","","","4628015","1","","","","","","1166","84734","1173","85186","1166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2536","4630395","0.0-7.0-25.0-3.0","32","45313","Female","null","","","","null","","23","","","4629188","1","","","","","","1200","85900","1207","86359","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2537","4631248","0.0-7.0-26.0-0.0","32","45313","Female","844","","","","75","","24","","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","4630395","1","","","","0","","844","87100","853","87566","","","","","","","","","","","","K","0","","","","2400","1","","","","","","","","","","26","","","","","chosen","","","","","","","","","","","gain","no_gain","844","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2538","4632410","0.0-7.0-26.0-1.0-0.0","32","45313","Female","null","","","","null","","24","","","4631248","1","","","","","","1156","87944","1162","88419","1156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2539","4634818","0.0-7.0-26.0-3.0","32","45313","Female","null","","","","null","","24","","","4632410","1","","","","","","2400","89100","2408","89581","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2540","4635565","0.0-7.0-27.0-0.0","32","45313","Female","739","","","","68","","25","","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","4634818","1","","","","0","","739","91500","747","91989","","","","","","","","","","","","A","0","","","","1300","1","","","","","","","","","","47","","","","","chosen","","","","","","","","","","","gain","gain","739","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2541","4636832","0.0-7.0-27.0-1.0-0.0","32","45313","Female","null","","","","null","","25","","","4635565","1","","","","","","1261","92239","1267","92736","1261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2542","4638139","0.0-7.0-27.0-3.0","32","45313","Female","null","","","","null","","25","","","4636832","1","","","","","","1300","93500","1307","94003","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2543","4638923","0.0-7.0-28.0-0.0","32","45313","Female","776","","","","75","","26","","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","4638139","1","","","","0","","776","94800","784","95310","","","","","","","","","","","","K","0","","","","1800","1","","","","","","","","","","44","","","","","unchosen","","","","","","","","","","","gain","no_gain","776","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2544","4640155","0.0-7.0-28.0-1.0-0.0","32","45313","Female","null","","","","null","","26","","","4638923","1","","","","","","1224","95576","1232","96094","1224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2545","4641962","0.0-7.0-28.0-3.0","32","45313","Female","null","","","","null","","26","","","4640155","1","","","","","","1800","96800","1807","97326","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2546","4642729","0.0-7.0-29.0-0.0","32","45313","Female","760","","","","68","","27","","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","4641962","1","","","","0","","760","98600","767","99133","","","","","","","","","","","","E","0","","","","4200","2","","","","","","","","","","39","","","","","unchosen","","","","","","","","","","","no_gain","gain","760","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2547","4643976","0.0-7.0-29.0-1.0-0.0","32","45313","Female","null","","","","null","","27","","","4642729","1","","","","","","1240","99360","1247","99900","1240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2548","4648184","0.0-7.0-29.0-3.0","32","45313","Female","null","","","","null","","27","","","4643976","1","","","","","","4200","100600","4208","101147","4200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2549","4648903","0.0-7.0-30.0-0.0","32","45313","Female","711","","","","75","","28","","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","4648184","1","","","","0","","711","104800","719","105355","","","","","","","","","","","","K","0","","","","1300","2","","","","","","","","","","26","","","","","chosen","","","","","","","","","","","gain","no_gain","711","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2550","4650199","0.0-7.0-30.0-1.0-0.0","32","45313","Female","null","","","","null","","28","","","4648903","1","","","","","","1289","105511","1296","106074","1289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2551","4651504","0.0-7.0-30.0-3.0","32","45313","Female","null","","","","null","","28","","","4650199","1","","","","","","1300","106800","1305","107370","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2552","4652837","0.0-7.0-31.0-0.0","32","45313","Female","1328","","","","75","","29","","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","4651504","1","","","","0","","1328","108100","1333","108675","","","","","","","","","","","","F","0","","","","1900","2","","","","","","","","","","12","","","","","chosen","","","","","","","","","","","no_gain","no_gain","1328","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2553","4653516","0.0-7.0-31.0-1.0-0.0","32","45313","Female","null","","","","null","","29","","","4652837","1","","","","","","672","109428","679","110008","672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2554","4655427","0.0-7.0-31.0-3.0","32","45313","Female","null","","","","null","","29","","","4653516","1","","","","","","1900","110100","1911","110687","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2555","4656103","0.0-7.0-32.0-0.0","32","45313","Female","669","","","","68","","30","","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","4655427","1","","","","0","","669","112000","676","112598","","","","","","","","","","","","L","0","","","","1400","2","","","","","","","","","","27","","","","","unchosen","","","","","","","","","","","no_gain","gain","669","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2556","4657442","0.0-7.0-32.0-1.0-0.0","32","45313","Female","null","","","","null","","30","","","4656103","1","","","","","","1331","112669","1339","113274","1331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2557","4658848","0.0-7.0-32.0-3.0","32","45313","Female","null","","","","null","","30","","","4657442","1","","","","","","1400","114000","1406","114613","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2558","4659684","0.0-7.0-33.0-0.0","32","45313","Female","829","","","","68","","31","","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","4658848","1","","","","0","","829","115400","836","116019","","","","","","","","","","","","J","0","","","","1300","2","","","","","","","","","","46","","","","","unchosen","","","","","","","","","","","gain","gain","829","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2559","4660861","0.0-7.0-33.0-1.0-0.0","32","45313","Female","null","","","","null","","31","","","4659684","1","","","","","","1171","116229","1177","116855","1171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2560","4662167","0.0-7.0-33.0-3.0","32","45313","Female","null","","","","null","","31","","","4660861","1","","","","","","1300","117400","1306","118032","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2561","4662992","0.0-7.0-34.0-0.0","32","45313","Female","817","","","","75","","32","","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","4662167","1","","","","0","","817","118700","825","119338","","","","","","","","","","","","D","0","","","","1500","2","","","","","","","","","","36","","","","","chosen","","","","","","","","","","","no_gain","no_gain","817","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2562","4664181","0.0-7.0-34.0-1.0-0.0","32","45313","Female","null","","","","null","","32","","","4662992","1","","","","","","1183","119517","1189","120163","1183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2563","4665689","0.0-7.0-34.0-3.0","32","45313","Female","null","","","","null","","32","","","4664181","1","","","","","","1500","120700","1508","121352","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2564","4666681","0.0-7.0-35.0-0.0","32","45313","Female","987","","","","75","","33","","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","4665689","1","","","","0","","987","122200","992","122860","","","","","","","","","","","","D","0","","","","1300","2","","","","","","","","","","20","","","","","unchosen","","","","","","","","","","","no_gain","no_gain","987","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2565","4667701","0.0-7.0-35.0-1.0-0.0","32","45313","Female","null","","","","null","","33","","","4666681","1","","","","","","1013","123187","1020","123852","1013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2566","4669008","0.0-7.0-35.0-3.0","32","45313","Female","null","","","","null","","33","","","4667701","1","","","","","","1300","124200","1307","124872","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2567","4669636","0.0-7.0-36.0-0.0","32","45313","Female","618","","","","68","","34","","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","4669008","1","","","","0","","618","125500","628","126179","","","","","","","","","","","","J","0","","","","1700","2","","","","","","","","","","23","","","","","chosen","","","","","","","","","","","gain","gain","618","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2568","4671024","0.0-7.0-36.0-1.0-0.0","32","45313","Female","null","","","","null","","34","","","4669636","1","","","","","","1382","126118","1388","126807","1382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2569","4672730","0.0-7.0-36.0-3.0","32","45313","Female","null","","","","null","","34","","","4671024","1","","","","","","1700","127500","1706","128195","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2570","4673350","0.0-7.0-37.0-0.0","32","45313","Female","613","","","","68","","35","","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","4672730","1","","","","0","","613","129200","620","129901","","","","","","","","","","","","H","0","","","","1100","2","","","","","","","","","","0","","","","","chosen","","","","","","","","","","","gain","gain","613","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2571","4674746","0.0-7.0-37.0-1.0-0.0","32","45313","Female","null","","","","null","","35","","","4673350","1","","","","","","1387","129813","1396","130521","1387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2572","4675853","0.0-7.0-37.0-3.0","32","45313","Female","null","","","","null","","35","","","4674746","1","","","","","","1100","131200","1107","131917","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2573","4677028","0.0-7.0-38.0-0.0","32","45313","Female","1168","","","","68","","36","","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","4675853","1","","","","0","","1168","132300","1175","133024","","","","","","","","","","","","B","0","","","","3000","2","","","","","","","","","","18","","","","","unchosen","","","","","","","","","","","no_gain","gain","1168","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2574","4677869","0.0-7.0-38.0-1.0-0.0","32","45313","Female","null","","","","null","","36","","","4677028","1","","","","","","832","133468","841","134199","832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2575","4680877","0.0-7.0-38.0-3.0","32","45313","Female","null","","","","null","","36","","","4677869","1","","","","","","3000","134300","3008","135040","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2576","4681567","0.0-7.0-39.0-0.0","32","45313","Female","682","","","","68","","37","","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","4680877","1","","","","0","","682","137300","690","138048","","","","","","","","","","","","A","0","","","","1700","2","","","","","","","","","","47","","","","","chosen","","","","","","","","","","","gain","gain","682","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2577","4682893","0.0-7.0-39.0-1.0-0.0","32","45313","Female","null","","","","null","","37","","","4681567","1","","","","","","1318","137982","1326","138738","1318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2578","4684600","0.0-7.0-39.0-3.0","32","45313","Female","null","","","","null","","37","","","4682893","1","","","","","","1700","139300","1707","140064","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2579","4685381","0.0-7.0-40.0-0.0","32","45313","Female","774","","","","68","","38","","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","4684600","1","","","","0","","774","141000","781","141771","","","","","","","","","","","","B","0","","","","2900","2","","","","","","","","","","5","","","","","chosen","","","","","","","","","","","no_gain","gain","774","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2580","4686614","0.0-7.0-40.0-1.0-0.0","32","45313","Female","null","","","","null","","38","","","4685381","1","","","","","","1226","141774","1233","142552","1226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2581","4689520","0.0-7.0-40.0-3.0","32","45313","Female","null","","","","null","","38","","","4686614","1","","","","","","2900","143000","2906","143785","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2582","4690250","0.0-7.0-41.0-0.0","32","45313","Female","721","","","","75","","39","","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","4689520","1","","","","0","","721","145900","730","146691","","","","","","","","","","","","I","0","","","","1100","2","","","","","","","","","","35","","","","","unchosen","","","","","","","","","","","no_gain","no_gain","721","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2583","4691537","0.0-7.0-41.0-1.0-0.0","32","45313","Female","null","","","","null","","39","","","4690250","1","","","","","","1279","146621","1287","147421","1279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2584","4692645","0.0-7.0-41.0-3.0","32","45313","Female","null","","","","null","","39","","","4691537","1","","","","","","1100","147900","1108","148708","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2585","4693414","0.0-7.0-42.0-0.0","32","45313","Female","763","","","","75","","40","","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","4692645","1","","","","0","","763","149000","769","149816","","","","","","","","","","","","E","0","","","","1800","2","","","","","","","","","","30","","","","","chosen","","","","","","","","","","","no_gain","no_gain","763","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2586","4694656","0.0-7.0-42.0-1.0-0.0","32","45313","Female","null","","","","null","","40","","","4693414","1","","","","","","1237","149763","1242","150585","1237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2587","4696463","0.0-7.0-42.0-3.0","32","45313","Female","null","","","","null","","40","","","4694656","1","","","","","","1800","151000","1807","151827","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2588","4697025","0.0-7.0-43.0-0.0","32","45313","Female","555","","","","68","","41","","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","4696463","1","","","","0","","555","152800","562","153634","","","","","","","","","","","","G","0","","","","1100","2","","","","","","","","","","10","","","","","unchosen","","","","","","","","","","","gain","gain","555","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2589","4698478","0.0-7.0-43.0-1.0-0.0","32","45313","Female","null","","","","null","","41","","","4697025","1","","","","","","1445","153355","1453","154196","1445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2590","4699586","0.0-7.0-43.0-3.0","32","45313","Female","null","","","","null","","41","","","4698478","1","","","","","","1100","154800","1108","155649","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2591","4700135","0.0-7.0-44.0-0.0","32","45313","Female","541","","","","75","","42","","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","4699586","1","","","","0","","541","155900","549","156757","","","","","","","","","","","","L","0","","","","2200","2","","","","","","","","","","14","","","","","chosen","","","","","","","","","","","no_gain","no_gain","541","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2592","4701601","0.0-7.0-44.0-1.0-0.0","32","45313","Female","null","","","","null","","42","","","4700135","1","","","","","","1459","156441","1466","157306","1459","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2593","4703807","0.0-7.0-44.0-3.0","32","45313","Female","null","","","","null","","42","","","4701601","1","","","","","","2200","157900","2206","158772","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2594","4704617","0.0-7.0-45.0-0.0","32","45313","Female","800","","","","75","","43","","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","4703807","1","","","","0","","800","160100","810","160978","","","","","","","","","","","","H","0","","","","1700","2","","","","","","","","","","22","","","","","unchosen","","","","","","","","","","","gain","no_gain","800","0","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2595","4705825","0.0-7.0-45.0-1.0-0.0","32","45313","Female","null","","","","null","","43","","","4704617","1","","","","","","1200","160900","1208","161788","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2596","4707531","0.0-7.0-45.0-3.0","32","45313","Female","null","","","","null","","43","","","4705825","1","","","","","","1700","162100","1706","162996","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2597","4708249","0.0-7.0-46.0-0.0","32","45313","Female","711","","","","68","","44","","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","4707531","1","","","","0","","711","163800","718","164702","","","","","","","","","","","","C","0","","","","1100","2","","","","","","","","","","2","","","","","unchosen","","","","","","","","","","","gain","gain","711","1","","","","","",""
"","outcome_estimation_confirmation_trial","","html-keyboard-response","2598","4709545","0.0-7.0-46.0-1.0-0.0","32","45313","Female","null","","","","null","","44","","","4708249","1","","","","","","1289","164511","1296","165420","1289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2599","4710652","0.0-7.0-46.0-3.0","32","45313","Female","null","","","","null","","44","","","4709545","1","","","","","","1100","165800","1107","166716","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
