"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","final_decisions_confirmation","","html-keyboard-response","1975","2555938","0.0-5.0-234.0-1.0-0.0","27","87740","Female","null","","","","null","","232","","","2555427","4","","","","","","500","41165","511","41991","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1976","2557277","0.0-5.0-234.0-3.0","27","87740","Female","null","","","","null","","232","","","2555938","4","","","","","","1300","41665","1339","42502","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1977","2558416","0.0-5.0-235.0-0.0","27","87740","Female","1114","","","","68","","233","","","2557277","4","","","","0","","1114","42965","1139","43841","","","1","7","5","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1400","4","7","5","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","100","99","","","","","","","","","chosen","1","gain1","no_gain3","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1978","2558928","0.0-5.0-235.0-1.0-0.0","27","87740","Female","null","","","","null","","233","","","2558416","4","","","","","","500","44079","512","44980","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1979","2560346","0.0-5.0-235.0-3.0","27","87740","Female","null","","","","null","","233","","","2558928","4","","","","","","1400","44579","1418","45492","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1980","2561075","0.0-5.0-236.0-0.0","27","87740","Female","717","","","","75","","234","","","2560346","4","","","","0","","717","45979","729","46910","","","0","16","30","faces","body_parts","","","","","","0","","","","2500","4","30","16","body_parts","faces","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","76","66","","","","","","","","","unchosen","1","gain2","no_gain4","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1981","2561589","0.0-5.0-236.0-1.0-0.0","27","87740","Female","null","","","","null","","234","","","2561075","4","","","","","","500","46696","514","47639","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1982","2564111","0.0-5.0-236.0-3.0","27","87740","Female","null","","","","null","","234","","","2561589","4","","","","","","2500","47196","2522","48153","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1983","2564719","0.0-5.0-237.0-0.0","27","87740","Female","595","","","","68","","235","","","2564111","4","","","","0","","595","49696","608","50675","","","1","30","18","body_parts","faces","","","","","","0","","","","1500","4","30","18","body_parts","faces","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","76","66","","","","","","","","","unchosen","1","gain2","no_gain5","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1984","2565247","0.0-5.0-237.0-1.0-0.0","27","87740","Female","null","","","","null","","235","","","2564719","4","","","","","","500","50291","528","51283","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1985","2566760","0.0-5.0-237.0-3.0","27","87740","Female","null","","","","null","","235","","","2565247","4","","","","","","1500","50791","1513","51811","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1986","2567734","0.0-5.0-238.0-0.0","27","87740","Female","958","","","","75","","236","","","2566760","4","","","","0","","958","52291","974","53324","","","0","31","35","body_parts","body_parts","","","","","","0","","","","1900","4","35","31","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","90","72","","","","","","","","","unchosen","1","gain4","no_gain1","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1987","2568262","0.0-5.0-238.0-1.0-0.0","27","87740","Female","null","","","","null","","236","","","2567734","4","","","","","","500","53249","528","54298","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1988","2570178","0.0-5.0-238.0-3.0","27","87740","Female","null","","","","null","","236","","","2568262","4","","","","","","1900","53749","1916","54826","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1989","2571187","0.0-5.0-239.0-0.0","27","87740","Female","996","","","","68","","237","","","2570178","4","","","","0","","996","55649","1009","56742","","","1","0","5","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1200","4","0","5","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","98","99","","","","","","","","","chosen","1","gain6","no_gain3","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1990","2571831","0.0-5.0-239.0-1.0-0.0","27","87740","Female","null","","","","null","","237","","","2571187","4","","","","","","500","56645","644","57751","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1991","2573123","0.0-5.0-239.0-3.0","27","87740","Female","null","","","","null","","237","","","2571831","4","","","","","","1200","57145","1292","58395","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1992","2573414","0.0-5.0-240.0-0.0","27","87740","Female","276","","","","75","","238","","","2573123","4","","","","0","","276","58345","291","59687","","","0","37","22","objects","faces","","","","","","0","","","","3500","4","22","37","faces","objects","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","79","81","","","","","","","","","chosen","1","gain2","no_gain5","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1993","2573931","0.0-5.0-240.0-1.0-0.0","27","87740","Female","null","","","","null","","238","","","2573414","4","","","","","","500","58621","517","59978","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1994","2577443","0.0-5.0-240.0-3.0","27","87740","Female","null","","","","null","","238","","","2573931","4","","","","","","3500","59121","3512","60495","3500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1995","2578316","0.0-5.0-241.0-0.0","27","87740","Female","858","","","","68","","239","","","2577443","4","","","","0","","858","62621","873","64007","","","1","36","13","objects","faces","","","","","","0","","","","1500","4","36","13","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","71","63","","","","","","","","","unchosen","0","no_gain2","gain6","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1996","2578825","0.0-5.0-241.0-1.0-0.0","27","87740","Female","null","","","","null","","239","","","2578316","4","","","","","","500","63479","509","64880","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1997","2580339","0.0-5.0-241.0-3.0","27","87740","Female","null","","","","null","","239","","","2578825","4","","","","","","1500","63979","1514","65389","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1998","2580608","0.0-5.0-242.0-0.0","27","87740","Female","256","","","","68","","240","","","2580339","4","","","","0","","256","65479","269","66903","","","1","14","19","faces","faces","","","","","","0","","","","2200","4","14","19","faces","faces","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","59","83","","","","","","","","","chosen","1","gain5","no_gain6","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1999","2581133","0.0-5.0-242.0-1.0-0.0","27","87740","Female","null","","","","null","","240","","","2580608","4","","","","","","500","65735","525","67172","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2000","2583345","0.0-5.0-242.0-3.0","27","87740","Female","null","","","","null","","240","","","2581133","4","","","","","","2200","66235","2212","67697","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2001","2583831","0.0-5.0-243.0-0.0","27","87740","Female","470","","","","75","","241","","","2583345","4","","","","0","","470","68435","486","69909","","","0","9","0","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1100","4","0","9","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","98","84","","","","","","","","","chosen","1","gain6","no_gain2","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2002","2584343","0.0-5.0-243.0-1.0-0.0","27","87740","Female","null","","","","null","","241","","","2583831","4","","","","","","500","68905","512","70395","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2003","2585465","0.0-5.0-243.0-3.0","27","87740","Female","null","","","","null","","241","","","2584343","4","","","","","","1100","69405","1122","70907","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2004","2586429","0.0-5.0-244.0-0.0","27","87740","Female","954","","","","75","","242","","","2585465","4","","","","0","","954","70505","964","72029","","","0","22","5","faces","outdoor_scenes","","","","","","0","","","","1300","4","5","22","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","99","79","","","","","","","","","chosen","0","no_gain3","gain2","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2005","2586942","0.0-5.0-244.0-1.0-0.0","27","87740","Female","null","","","","null","","242","","","2586429","4","","","","","","500","71459","513","72993","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2006","2588255","0.0-5.0-244.0-3.0","27","87740","Female","null","","","","null","","242","","","2586942","4","","","","","","1300","71959","1313","73506","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2007","2588709","0.0-5.0-245.0-0.0","27","87740","Female","443","","","","75","","243","","","2588255","4","","","","0","","443","73259","454","74819","","","0","1","29","outdoor_scenes","body_parts","","","","","","0","","","","1500","4","29","1","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","82","76","","","","","","","","","unchosen","0","no_gain3","gain5","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2008","2589230","0.0-5.0-245.0-1.0-0.0","27","87740","Female","null","","","","null","","243","","","2588709","4","","","","","","500","73702","521","75273","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2009","2590745","0.0-5.0-245.0-3.0","27","87740","Female","null","","","","null","","243","","","2589230","4","","","","","","1500","74202","1515","75794","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2010","2590932","0.0-5.0-246.0-0.0","27","87740","Female","173","","","","68","","244","","","2590745","4","","","","0","","173","75702","187","77309","","","1","19","0","faces","outdoor_scenes","","","","","","0","","","","1100","4","19","0","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","83","98","","","","","","","","","chosen","0","no_gain6","gain6","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2011","2591441","0.0-5.0-246.0-1.0-0.0","27","87740","Female","null","","","","null","","244","","","2590932","4","","","","","","500","75875","509","77496","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2012","2592562","0.0-5.0-246.0-3.0","27","87740","Female","null","","","","null","","244","","","2591441","4","","","","","","1100","76375","1121","78005","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2013","2593287","0.0-5.0-247.0-0.0","27","87740","Female","714","","","","75","","245","","","2592562","4","","","","0","","714","77475","725","79126","","","0","19","25","faces","body_parts","","","","","","0","","","","2000","4","25","19","body_parts","faces","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","77","83","","","","","","","","","chosen","1","gain3","no_gain6","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2014","2593806","0.0-5.0-247.0-1.0-0.0","27","87740","Female","null","","","","null","","245","","","2593287","4","","","","","","500","78189","519","79851","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2015","2595947","0.0-5.0-247.0-3.0","27","87740","Female","null","","","","null","","245","","","2593806","4","","","","","","2000","78689","2141","80370","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2016","2595959","0.0-5.0-248.0-0.0","27","87740","Female","0","","","","68","","246","","","2595947","4","","","","0","","0","80689","12","82511","","","1","36","1","objects","outdoor_scenes","","","","","","0","","","","4700","4","36","1","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","71","76","","","","","","","","","unchosen","0","no_gain2","gain5","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2017","2596483","0.0-5.0-248.0-1.0-0.0","27","87740","Female","null","","","","null","","246","","","2595959","4","","","","","","500","80689","524","82523","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2018","2601199","0.0-5.0-248.0-3.0","27","87740","Female","null","","","","null","","246","","","2596483","4","","","","","","4700","81189","4716","83047","4700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2019","2601340","0.0-5.0-249.0-0.0","27","87740","Female","130","","","","75","","247","","","2601199","4","","","","0","","130","85889","141","87763","","","0","25","2","body_parts","outdoor_scenes","","","","","","0","","","","2400","4","2","25","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","99","77","","","","","","","","","chosen","0","no_gain1","gain3","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2020","2601875","0.0-5.0-249.0-1.0-0.0","27","87740","Female","null","","","","null","","247","","","2601340","4","","","","","","500","86019","535","87904","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2021","2604292","0.0-5.0-249.0-3.0","27","87740","Female","null","","","","null","","247","","","2601875","4","","","","","","2400","86519","2417","88439","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2022","2604495","0.0-5.0-250.0-0.0","27","87740","Female","193","","","","68","","248","","","2604292","4","","","","0","","193","88919","203","90856","","","1","35","36","body_parts","objects","","","","","","0","","","","1100","4","35","36","body_parts","objects","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","90","71","","","","","","","","","unchosen","1","gain4","no_gain2","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2023","2605013","0.0-5.0-250.0-1.0-0.0","27","87740","Female","null","","","","null","","248","","","2604495","4","","","","","","500","89112","518","91059","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2024","2606123","0.0-5.0-250.0-3.0","27","87740","Female","null","","","","null","","248","","","2605013","4","","","","","","1100","89612","1110","91577","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2025","2606301","0.0-5.0-251.0-0.0","27","87740","Female","163","","","","75","","249","","","2606123","4","","","","0","","163","90712","178","92687","","","0","37","0","objects","outdoor_scenes","","","","","","0","","","","2400","4","0","37","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","98","81","","","","","","","","","chosen","1","gain6","no_gain5","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2026","2606819","0.0-5.0-251.0-1.0-0.0","27","87740","Female","null","","","","null","","249","","","2606301","4","","","","","","500","90875","518","92865","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2027","2609236","0.0-5.0-251.0-3.0","27","87740","Female","null","","","","null","","249","","","2606819","4","","","","","","2400","91375","2417","93383","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2028","2609367","0.0-5.0-252.0-0.0","27","87740","Female","119","","","","68","","250","","","2609236","4","","","","0","","119","93775","131","95800","","","1","35","41","body_parts","objects","","","","","","0","","","","1600","4","35","41","body_parts","objects","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","90","44","","","","","","","","","unchosen","1","gain4","no_gain6","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2029","2609951","0.0-5.0-252.0-1.0-0.0","27","87740","Female","null","","","","null","","250","","","2609367","4","","","","","","500","93894","584","95931","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2030","2611569","0.0-5.0-252.0-3.0","27","87740","Female","null","","","","null","","250","","","2609951","4","","","","","","1600","94394","1618","96515","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2031","2611934","0.0-5.0-253.0-0.0","27","87740","Female","355","","","","75","","251","","","2611569","4","","","","0","","355","95994","365","98133","","","0","45","31","objects","body_parts","","","","","","0","","","","2300","4","31","45","body_parts","objects","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","72","89","","","","","","","","","unchosen","0","no_gain1","gain1","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2032","2612491","0.0-5.0-253.0-1.0-0.0","27","87740","Female","null","","","","null","","251","","","2611934","4","","","","","","500","96349","557","98498","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2033","2614802","0.0-5.0-253.0-3.0","27","87740","Female","null","","","","null","","251","","","2612491","4","","","","","","2300","96849","2311","99055","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2034","2614905","0.0-5.0-254.0-0.0","27","87740","Female","86","","","","75","","252","","","2614802","4","","","","0","","86","99149","103","101366","","","0","42","5","objects","outdoor_scenes","","","","","","0","","","","2500","4","5","42","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","99","58","","","","","","","","","chosen","0","no_gain3","gain4","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2035","2615419","0.0-5.0-254.0-1.0-0.0","27","87740","Female","null","","","","null","","252","","","2614905","4","","","","","","500","99235","514","101469","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2036","2617937","0.0-5.0-254.0-3.0","27","87740","Female","null","","","","null","","252","","","2615419","4","","","","","","2500","99735","2518","101983","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2037","2618181","0.0-5.0-255.0-0.0","27","87740","Female","229","","","","68","","253","","","2617937","4","","","","0","","229","102235","244","104501","","","1","25","37","body_parts","objects","","","","","","0","","","","3700","4","25","37","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","77","81","","","","","","","","","chosen","1","gain3","no_gain5","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2038","2618770","0.0-5.0-255.0-1.0-0.0","27","87740","Female","null","","","","null","","253","","","2618181","4","","","","","","500","102464","589","104745","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2039","2622500","0.0-5.0-255.0-3.0","27","87740","Female","null","","","","null","","253","","","2618770","4","","","","","","3700","102964","3730","105334","3700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2040","2622616","0.0-5.0-256.0-0.0","27","87740","Female","99","","","","75","","254","","","2622500","4","","","","0","","99","106664","116","109064","","","0","2","22","outdoor_scenes","faces","","","","","","0","","","","2100","4","22","2","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","79","99","","","","","","","","","chosen","1","gain2","no_gain1","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2041","2623133","0.0-5.0-256.0-1.0-0.0","27","87740","Female","null","","","","null","","254","","","2622616","4","","","","","","500","106763","517","109180","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2042","2625249","0.0-5.0-256.0-3.0","27","87740","Female","null","","","","null","","254","","","2623133","4","","","","","","2100","107263","2116","109697","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2043","2625518","0.0-5.0-257.0-0.0","27","87740","Female","255","","","","75","","255","","","2625249","4","","","","0","","255","109363","269","111813","","","0","29","13","body_parts","faces","","","","","","0","","","","2300","4","13","29","faces","body_parts","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","63","82","","","","","","","","","unchosen","1","gain6","no_gain3","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2044","2626038","0.0-5.0-257.0-1.0-0.0","27","87740","Female","null","","","","null","","255","","","2625518","4","","","","","","500","109618","520","112082","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2045","2628352","0.0-5.0-257.0-3.0","27","87740","Female","null","","","","null","","255","","","2626038","4","","","","","","2300","110118","2314","112602","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2046","2628607","0.0-5.0-258.0-0.0","27","87740","Female","242","","","","68","","256","","","2628352","4","","","","0","","242","112418","255","114916","","","1","41","45","objects","objects","","","","","","0","","","","1700","4","41","45","objects","objects","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","44","89","","","","","","","","","unchosen","0","no_gain6","gain1","0","","","","","","","","","","","","","",""
