"","success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"2476","","iti_outcome_estimation","","html-keyboard-response",2475,3263628,"0.0-7.0-10.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",8,NA,"",NA,3260389,1,"",NA,NA,NA,NA,3200,20500,3239,21163,3200,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2477","","outcome_estimation","","html-keyboard-response",2476,3265168,"0.0-7.0-11.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",9,NA,"Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg",NA,3263628,1,"",NA,NA,1,NA,1500,23700,1540,24402,NA,NA,NA,NA,"","",NA,NA,"","","D",0,NA,"","","1700",1,NA,NA,"","","","",NA,NA,NA,43,"","",NA,NA,"chosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"no_gain","no_response",NA,0,"","","",NA,NA,NA
"2478","","outcome_estimation_no_response","","html-keyboard-response",2477,3271255,"0.0-7.0-11.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",9,NA,"",NA,3265168,1,"",NA,NA,NA,NA,300,25200,6087,25942,NA,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",1,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2479","","iti_outcome_estimation","","html-keyboard-response",2478,3275511,"0.0-7.0-11.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",9,NA,"",NA,3271255,1,"",NA,NA,NA,NA,1400,25500,4256,32029,1400,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2480","","outcome_estimation","","html-keyboard-response",2479,3277032,"0.0-7.0-12.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",10,NA,"Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg",NA,3275511,1,"",NA,NA,1,NA,1500,26900,1521,36285,NA,NA,NA,NA,"","",NA,NA,"","","E",0,NA,"","","1500",1,NA,NA,"","","","",NA,NA,NA,32,"","",NA,NA,"unchosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"gain","no_response",NA,0,"","","",NA,NA,NA
"2481","","outcome_estimation_no_response","","html-keyboard-response",2480,3277371,"0.0-7.0-12.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",10,NA,"",NA,3277032,1,"",NA,NA,NA,NA,300,28400,339,37806,NA,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",1,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2482","","iti_outcome_estimation","","html-keyboard-response",2481,3278604,"0.0-7.0-12.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",10,NA,"",NA,3277371,1,"",NA,NA,NA,NA,1200,28700,1233,38145,1200,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2483","","outcome_estimation","","html-keyboard-response",2482,3278804,"0.0-7.0-13.0-0.0",33,21859,"Female","177","","",NA,"68","",11,NA,"Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg",NA,3278604,1,"",NA,NA,0,NA,177,29900,200,39378,NA,NA,NA,NA,"","",NA,NA,"","","K",0,NA,"","","1100",1,NA,NA,"","","","",NA,NA,NA,24,"","",NA,NA,"chosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"gain","gain",177,1,"","","",NA,NA,NA
"2484","","outcome_estimation_confirmation_trial","","html-keyboard-response",2483,3280682,"0.0-7.0-13.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",11,NA,"",NA,3278804,1,"",NA,NA,NA,NA,1823,30077,1878,39578,1823,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2485","","iti_outcome_estimation","","html-keyboard-response",2484,3281815,"0.0-7.0-13.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",11,NA,"",NA,3280682,1,"",NA,NA,NA,NA,1100,31900,1133,41456,1100,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2486","","outcome_estimation","","html-keyboard-response",2485,3281848,"0.0-7.0-14.0-0.0",33,21859,"Female","23","","",NA,"68","",12,NA,"Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg",NA,3281815,1,"",NA,NA,0,NA,23,33000,33,42589,NA,NA,NA,NA,"","",NA,NA,"","","C",0,NA,"","","2200",1,NA,NA,"","","","",NA,NA,NA,30,"","",NA,NA,"chosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"gain","gain",23,1,"","","",NA,NA,NA
"2487","","outcome_estimation_confirmation_trial","","html-keyboard-response",2486,3283852,"0.0-7.0-14.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",12,NA,"",NA,3281848,1,"",NA,NA,NA,NA,1977,33023,2004,42622,1977,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2488","","iti_outcome_estimation","","html-keyboard-response",2487,3286073,"0.0-7.0-14.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",12,NA,"",NA,3283852,1,"",NA,NA,NA,NA,2200,35000,2221,44626,2200,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2489","","outcome_estimation","","html-keyboard-response",2488,3286226,"0.0-7.0-15.0-0.0",33,21859,"Female","141","","",NA,"68","",13,NA,"Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg",NA,3286073,1,"",NA,NA,0,NA,141,37200,153,46847,NA,NA,NA,NA,"","",NA,NA,"","","H",0,NA,"","","2200",1,NA,NA,"","","","",NA,NA,NA,22,"","",NA,NA,"unchosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"no_gain","gain",141,0,"","","",NA,NA,NA
"2490","","outcome_estimation_confirmation_trial","","html-keyboard-response",2489,3288114,"0.0-7.0-15.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",13,NA,"",NA,3286226,1,"",NA,NA,NA,NA,1859,37341,1888,47000,1859,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2491","","iti_outcome_estimation","","html-keyboard-response",2490,3290345,"0.0-7.0-15.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",13,NA,"",NA,3288114,1,"",NA,NA,NA,NA,2200,39200,2231,48888,2200,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2492","","outcome_estimation","","html-keyboard-response",2491,3290398,"0.0-7.0-16.0-0.0",33,21859,"Female","38","","",NA,"68","",14,NA,"Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg",NA,3290345,1,"",NA,NA,0,NA,38,41400,53,51119,NA,NA,NA,NA,"","",NA,NA,"","","B",0,NA,"","","1500",1,NA,NA,"","","","",NA,NA,NA,1,"","",NA,NA,"chosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"gain","gain",38,1,"","","",NA,NA,NA
"2493","","outcome_estimation_confirmation_trial","","html-keyboard-response",2492,3292386,"0.0-7.0-16.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",14,NA,"",NA,3290398,1,"",NA,NA,NA,NA,1962,41438,1988,51172,1962,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2494","","iti_outcome_estimation","","html-keyboard-response",2493,3293905,"0.0-7.0-16.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",14,NA,"",NA,3292386,1,"",NA,NA,NA,NA,1500,43400,1519,53160,1500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2495","","outcome_estimation","","html-keyboard-response",2494,3294083,"0.0-7.0-17.0-0.0",33,21859,"Female","161","","",NA,"75","",15,NA,"Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg",NA,3293905,1,"",NA,NA,0,NA,161,44900,178,54679,NA,NA,NA,NA,"","",NA,NA,"","","H",0,NA,"","","3000",1,NA,NA,"","","","",NA,NA,NA,11,"","",NA,NA,"chosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"no_gain","no_gain",161,1,"","","",NA,NA,NA
"2496","","outcome_estimation_confirmation_trial","","html-keyboard-response",2495,3295946,"0.0-7.0-17.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",15,NA,"",NA,3294083,1,"",NA,NA,NA,NA,1839,45061,1863,54857,1839,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2497","","iti_outcome_estimation","","html-keyboard-response",2496,3298970,"0.0-7.0-17.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",15,NA,"",NA,3295946,1,"",NA,NA,NA,NA,3000,46900,3024,56720,3000,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2498","","outcome_estimation","","html-keyboard-response",2497,3299391,"0.0-7.0-18.0-0.0",33,21859,"Female","398","","",NA,"75","",16,NA,"Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg",NA,3298970,1,"",NA,NA,0,NA,398,49900,421,59744,NA,NA,NA,NA,"","",NA,NA,"","","F",0,NA,"","","1400",1,NA,NA,"","","","",NA,NA,NA,25,"","",NA,NA,"unchosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"gain","no_gain",398,0,"","","",NA,NA,NA
"2499","","outcome_estimation_confirmation_trial","","html-keyboard-response",2498,3301013,"0.0-7.0-18.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",16,NA,"",NA,3299391,1,"",NA,NA,NA,NA,1602,50298,1622,60165,1602,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2500","","iti_outcome_estimation","","html-keyboard-response",2499,3302458,"0.0-7.0-18.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",16,NA,"",NA,3301013,1,"",NA,NA,NA,NA,1400,51900,1445,61787,1400,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2501","","outcome_estimation","","html-keyboard-response",2500,3302553,"0.0-7.0-19.0-0.0",33,21859,"Female","80","","",NA,"75","",17,NA,"Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg",NA,3302458,1,"",NA,NA,0,NA,80,53300,95,63232,NA,NA,NA,NA,"","",NA,NA,"","","A",0,NA,"","","1700",1,NA,NA,"","","","",NA,NA,NA,6,"","",NA,NA,"chosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"no_gain","no_gain",80,1,"","","",NA,NA,NA
"2502","","outcome_estimation_confirmation_trial","","html-keyboard-response",2501,3304499,"0.0-7.0-19.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",17,NA,"",NA,3302553,1,"",NA,NA,NA,NA,1920,53380,1946,63327,1920,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2503","","iti_outcome_estimation","","html-keyboard-response",2502,3306245,"0.0-7.0-19.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",17,NA,"",NA,3304499,1,"",NA,NA,NA,NA,1700,55300,1746,65273,1700,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2504","","outcome_estimation","","html-keyboard-response",2503,3306495,"0.0-7.0-20.0-0.0",33,21859,"Female","231","","",NA,"68","",18,NA,"Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg",NA,3306245,1,"",NA,NA,0,NA,231,57000,250,67019,NA,NA,NA,NA,"","",NA,NA,"","","J",0,NA,"","","1400",1,NA,NA,"","","","",NA,NA,NA,15,"","",NA,NA,"unchosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"gain","gain",231,1,"","","",NA,NA,NA
"2505","","outcome_estimation_confirmation_trial","","html-keyboard-response",2504,3308292,"0.0-7.0-20.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",18,NA,"",NA,3306495,1,"",NA,NA,NA,NA,1769,57231,1797,67269,1769,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2506","","iti_outcome_estimation","","html-keyboard-response",2505,3309716,"0.0-7.0-20.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",18,NA,"",NA,3308292,1,"",NA,NA,NA,NA,1400,59000,1424,69066,1400,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2507","","outcome_estimation","","html-keyboard-response",2506,3309779,"0.0-7.0-21.0-0.0",33,21859,"Female","42","","",NA,"75","",19,NA,"Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg",NA,3309716,1,"",NA,NA,0,NA,42,60400,63,70490,NA,NA,NA,NA,"","",NA,NA,"","","J",0,NA,"","","3200",1,NA,NA,"","","","",NA,NA,NA,47,"","",NA,NA,"chosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"gain","no_gain",42,0,"","","",NA,NA,NA
"2508","","outcome_estimation_confirmation_trial","","html-keyboard-response",2507,3311773,"0.0-7.0-21.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",19,NA,"",NA,3309779,1,"",NA,NA,NA,NA,1958,60442,1994,70553,1958,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2509","","iti_outcome_estimation","","html-keyboard-response",2508,3314998,"0.0-7.0-21.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",19,NA,"",NA,3311773,1,"",NA,NA,NA,NA,3200,62400,3225,72547,3200,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2510","","outcome_estimation","","html-keyboard-response",2509,3315300,"0.0-7.0-22.0-0.0",33,21859,"Female","285","","",NA,"68","",20,NA,"Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg",NA,3314998,1,"",NA,NA,0,NA,285,65600,302,75772,NA,NA,NA,NA,"","",NA,NA,"","","A",0,NA,"","","1400",1,NA,NA,"","","","",NA,NA,NA,38,"","",NA,NA,"unchosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"no_gain","gain",285,0,"","","",NA,NA,NA
"2511","","outcome_estimation_confirmation_trial","","html-keyboard-response",2510,3317099,"0.0-7.0-22.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",20,NA,"",NA,3315300,1,"",NA,NA,NA,NA,1715,65885,1799,76074,1715,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2512","","iti_outcome_estimation","","html-keyboard-response",2511,3318522,"0.0-7.0-22.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",20,NA,"",NA,3317099,1,"",NA,NA,NA,NA,1400,67600,1423,77873,1400,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2513","","outcome_estimation","","html-keyboard-response",2512,3318567,"0.0-7.0-23.0-0.0",33,21859,"Female","28","","",NA,"75","",21,NA,"Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg",NA,3318522,1,"",NA,NA,0,NA,28,69000,45,79296,NA,NA,NA,NA,"","",NA,NA,"","","K",0,NA,"","","1400",1,NA,NA,"","","","",NA,NA,NA,46,"","",NA,NA,"unchosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"gain","no_gain",28,0,"","","",NA,NA,NA
"2514","","outcome_estimation_confirmation_trial","","html-keyboard-response",2513,3320574,"0.0-7.0-23.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",21,NA,"",NA,3318567,1,"",NA,NA,NA,NA,1972,69028,2007,79341,1972,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2515","","iti_outcome_estimation","","html-keyboard-response",2514,3322034,"0.0-7.0-23.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",21,NA,"",NA,3320574,1,"",NA,NA,NA,NA,1400,71000,1460,81348,1400,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2516","","outcome_estimation","","html-keyboard-response",2515,3322102,"0.0-7.0-24.0-0.0",33,21859,"Female","48","","",NA,"75","",22,NA,"Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg",NA,3322034,1,"",NA,NA,0,NA,48,72400,68,82808,NA,NA,NA,NA,"","",NA,NA,"","","I",0,NA,"","","1200",1,NA,NA,"","","","",NA,NA,NA,27,"","",NA,NA,"chosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"no_gain","no_gain",48,1,"","","",NA,NA,NA
"2517","","outcome_estimation_confirmation_trial","","html-keyboard-response",2516,3324073,"0.0-7.0-24.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",22,NA,"",NA,3322102,1,"",NA,NA,NA,NA,1952,72448,1971,82876,1952,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2518","","iti_outcome_estimation","","html-keyboard-response",2517,3325372,"0.0-7.0-24.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",22,NA,"",NA,3324073,1,"",NA,NA,NA,NA,1200,74400,1299,84847,1200,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2519","","outcome_estimation","","html-keyboard-response",2518,3326200,"0.0-7.0-25.0-0.0",33,21859,"Female","805","","",NA,"68","",23,NA,"Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg",NA,3325372,1,"",NA,NA,0,NA,805,75600,828,86146,NA,NA,NA,NA,"","",NA,NA,"","","D",0,NA,"","","1400",1,NA,NA,"","","","",NA,NA,NA,18,"","",NA,NA,"unchosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"no_gain","gain",805,0,"","","",NA,NA,NA
"2520","","outcome_estimation_confirmation_trial","","html-keyboard-response",2519,3327450,"0.0-7.0-25.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",23,NA,"",NA,3326200,1,"",NA,NA,NA,NA,1195,76405,1250,86974,1195,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2521","","iti_outcome_estimation","","html-keyboard-response",2520,3328867,"0.0-7.0-25.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",23,NA,"",NA,3327450,1,"",NA,NA,NA,NA,1400,77600,1417,88224,1400,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2522","","outcome_estimation","","html-keyboard-response",2521,3329107,"0.0-7.0-26.0-0.0",33,21859,"Female","220","","",NA,"68","",24,NA,"Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg",NA,3328867,1,"",NA,NA,0,NA,220,79000,240,89641,NA,NA,NA,NA,"","",NA,NA,"","","C",0,NA,"","","2300",1,NA,NA,"","","","",NA,NA,NA,4,"","",NA,NA,"unchosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"gain","gain",220,1,"","","",NA,NA,NA
"2523","","outcome_estimation_confirmation_trial","","html-keyboard-response",2522,3330909,"0.0-7.0-26.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",24,NA,"",NA,3329107,1,"",NA,NA,NA,NA,1780,79220,1802,89881,1780,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2524","","iti_outcome_estimation","","html-keyboard-response",2523,3333287,"0.0-7.0-26.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",24,NA,"",NA,3330909,1,"",NA,NA,NA,NA,2300,81000,2378,91683,2300,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2525","","outcome_estimation","","html-keyboard-response",2524,3333341,"0.0-7.0-27.0-0.0",33,21859,"Female","14","","",NA,"75","",25,NA,"Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg",NA,3333287,1,"",NA,NA,0,NA,14,83300,54,94061,NA,NA,NA,NA,"","",NA,NA,"","","G",0,NA,"","","3100",1,NA,NA,"","","","",NA,NA,NA,40,"","",NA,NA,"chosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"no_gain","no_gain",14,1,"","","",NA,NA,NA
"2526","","outcome_estimation_confirmation_trial","","html-keyboard-response",2525,3335412,"0.0-7.0-27.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",25,NA,"",NA,3333341,1,"",NA,NA,NA,NA,1986,83314,2071,94115,1986,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2527","","iti_outcome_estimation","","html-keyboard-response",2526,3338532,"0.0-7.0-27.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",25,NA,"",NA,3335412,1,"",NA,NA,NA,NA,3100,85300,3120,96186,3100,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"2528","","outcome_estimation","","html-keyboard-response",2527,3338758,"0.0-7.0-28.0-0.0",33,21859,"Female","207","","",NA,"75","",26,NA,"Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg",NA,3338532,1,"",NA,NA,0,NA,207,88400,226,99306,NA,NA,NA,NA,"","",NA,NA,"","","F",0,NA,"","","1400",1,NA,NA,"","","","",NA,NA,NA,20,"","",NA,NA,"chosen",NA,"","",NA,NA,NA,NA,"",NA,NA,"gain","no_gain",207,0,"","","",NA,NA,NA
