"","PID","time_elapsed","index","block","rt","chosen_trial","gain_left","left_chosen","higher_outcome_chosen","chosen_obj","unchosen_obj","stimulus_left","stimulus_right","rating_left","rating_right","painting_left","painting_right","stimulus_left_deliberation_ind","stimulus_right_deliberation_ind"
"54199","y72qN",1733231,67,1,0.953,1,1,1,1,45,6,45,6,39,46,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",33,31
"54202","y72qN",1736385,68,1,1.624,0,1,0,0,1,35,35,1,32,65,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",29,28
"54205","y72qN",1738542,69,1,0.63,1,1,1,1,13,46,13,46,32,76,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",25,28
"54208","y72qN",1740815,70,1,0.736,1,0,0,1,4,11,11,4,34,35,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",27,32
"54211","y72qN",1743369,71,1,1.023,1,1,1,1,48,46,48,46,55,76,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",35,28
"54215","y72qN",1754190,72,2,1.466,1,0,0,1,48,6,6,48,46,55,"ben-o-bro-C5XyLljkMrY-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",31,35
"54218","y72qN",1756829,73,2,1.1,0,1,0,0,30,5,5,30,32,78,"batel-studio-ttSRjiYG_WM-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",25,24
"54221","y72qN",1760871,74,2,NA,0,0,NA,NA,NA,NA,1,35,65,32,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",28,29
"54224","y72qN",1764100,75,2,0.689,0,1,0,0,25,23,23,25,69,67,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",35,26
"54227","y72qN",1766372,76,2,0.729,0,0,1,0,37,5,37,5,73,32,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","batel-studio-ttSRjiYG_WM-unsplash.jpg",27,25
"54230","y72qN",1768763,77,2,0.853,1,1,1,1,13,6,13,6,32,46,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",25,31
"54233","y72qN",1771073,78,2,0.779,0,0,1,0,30,3,30,3,78,42,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",24,30
"54236","y72qN",1774408,79,2,1.797,0,1,0,0,12,0,0,12,33,63,"abstral-official-cyOKLSgkgCE-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",32,34
"54239","y72qN",1777781,80,2,1.84,0,1,0,0,30,41,41,30,64,78,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",33,24
"54242","y72qN",1780371,81,2,1.062,0,0,1,0,12,35,12,35,63,32,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",34,29
"54245","y72qN",1783327,82,2,1.417,0,0,1,0,1,23,1,23,65,69,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",28,35
"54248","y72qN",1785660,83,2,0.803,1,0,0,1,45,26,26,45,72,39,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",34,33
"54251","y72qN",1788213,84,2,1.02,1,1,1,1,47,33,47,33,67,39,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",29,24
"54254","y72qN",1790456,85,2,0.696,1,1,1,1,4,6,4,6,35,46,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",32,31
"54257","y72qN",1792600,86,2,0.607,1,1,1,1,29,6,29,6,78,46,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",30,31
"54260","y72qN",1794749,87,2,0.605,1,1,1,1,13,26,13,26,32,72,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",25,34
"54263","y72qN",1796841,88,2,0.537,1,1,1,1,47,11,47,11,67,34,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",29,27
"54266","y72qN",1799250,89,2,0.874,0,1,1,1,0,43,0,43,33,59,"abstral-official-cyOKLSgkgCE-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",32,31
"54269","y72qN",1801420,90,2,0.628,1,1,1,1,48,33,48,33,55,39,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",35,24
"54272","y72qN",1803748,91,2,0.788,1,0,0,1,47,26,26,47,72,67,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",34,29
"54275","y72qN",1806127,92,2,0.835,0,0,1,0,1,3,1,3,65,42,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",28,30
"54278","y72qN",1808562,93,2,0.902,1,0,0,1,45,38,38,45,49,39,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",26,33
"54281","y72qN",1811619,94,2,1.527,0,1,0,0,25,5,5,25,32,67,"batel-studio-ttSRjiYG_WM-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",25,26
"54284","y72qN",1813856,95,2,0.696,1,1,1,1,47,38,47,38,67,49,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",29,26
"54287","y72qN",1816138,96,2,0.746,0,0,1,0,1,41,1,41,65,64,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",28,33
"54290","y72qN",1818571,97,2,0.896,1,0,0,1,45,46,46,45,76,39,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",28,33
"54293","y72qN",1820715,98,2,0.607,1,1,1,1,29,46,29,46,78,76,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",30,28
"54296","y72qN",1823162,99,2,0.903,1,0,0,1,13,11,11,13,34,32,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",27,25
"54299","y72qN",1825741,100,2,1.051,1,0,0,1,4,26,26,4,72,35,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",34,32
"54302","y72qN",1828311,101,2,1.036,0,0,1,0,43,41,43,41,59,64,"raamin-ka-0qJBEzudn5E-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",31,33
"54305","y72qN",1830659,102,2,0.819,1,1,1,1,4,33,4,33,35,39,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",32,24
"54308","y72qN",1832801,103,2,0.61,1,0,0,1,29,38,38,29,49,78,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",26,30
"54311","y72qN",1835020,104,2,0.679,1,1,1,1,13,38,13,38,32,49,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",25,26
"54314","y72qN",1837330,105,2,0.772,0,0,1,0,43,3,43,3,59,42,"raamin-ka-0qJBEzudn5E-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",31,30
"54317","y72qN",1840010,106,2,1.153,0,1,0,0,37,35,35,37,32,73,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",29,27
"54320","y72qN",1842541,107,2,1.001,0,0,1,0,12,5,12,5,63,32,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","batel-studio-ttSRjiYG_WM-unsplash.jpg",34,25
"54323","y72qN",1845024,108,2,0.951,0,1,1,1,0,25,0,25,33,67,"abstral-official-cyOKLSgkgCE-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",32,26
"54326","y72qN",1847539,109,2,0.982,1,1,1,1,4,38,4,38,35,49,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",32,26
"54329","y72qN",1850118,110,2,1.045,0,1,0,0,30,0,0,30,33,78,"abstral-official-cyOKLSgkgCE-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",32,24
"54332","y72qN",1852508,111,2,0.851,1,0,0,1,29,26,26,29,72,78,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",34,30
"54335","y72qN",1855114,112,2,1.075,1,1,1,1,45,6,45,6,39,46,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",33,31
"54338","y72qN",1857319,113,2,0.662,0,0,1,0,37,0,37,0,73,33,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",27,32
"54341","y72qN",1859885,114,2,1.028,0,1,0,0,37,3,3,37,42,73,"art-hauntington-jzY0KRJopEI-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",30,27
"54344","y72qN",1862573,115,2,1.149,0,0,1,0,12,41,12,41,63,64,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",34,33
"54347","y72qN",1864960,116,2,0.854,1,0,0,1,45,33,33,45,39,39,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",24,33
"54350","y72qN",1867377,117,2,0.886,1,0,0,1,48,38,38,48,49,55,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",26,35
"54353","y72qN",1869746,118,2,0.822,0,1,0,0,43,35,35,43,32,59,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",29,31
"54356","y72qN",1871945,119,2,0.655,0,0,1,0,1,5,1,5,65,32,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","batel-studio-ttSRjiYG_WM-unsplash.jpg",28,25
"54359","y72qN",1874242,120,2,0.753,1,0,0,1,4,11,11,4,34,35,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",27,32
"54362","y72qN",1876381,121,2,0.61,1,0,0,1,47,46,46,47,76,67,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",28,29
"54365","y72qN",1878427,122,2,0.504,1,0,0,1,29,11,11,29,34,78,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",27,30
"54368","y72qN",1880697,123,2,0.725,0,1,0,0,43,23,23,43,69,59,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",35,31
"54371","y72qN",1883053,124,2,0.815,1,1,1,1,48,11,48,11,55,34,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",35,27
"54374","y72qN",1885097,125,2,0.507,1,1,1,1,45,11,45,11,39,34,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",33,27
"54377","y72qN",1887281,126,2,0.642,0,1,0,0,37,23,23,37,69,73,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",35,27
"54380","y72qN",1889516,127,2,0.694,0,0,1,0,30,23,30,23,78,69,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",24,35
"54383","y72qN",1891878,128,2,0.825,1,1,1,1,48,26,48,26,55,72,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",35,34
"54386","y72qN",1894960,129,2,1.539,0,1,0,0,25,41,41,25,64,67,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",33,26
"54389","y72qN",1897545,130,2,1.057,1,0,0,1,29,33,33,29,39,78,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",24,30
"54392","y72qN",1900107,131,2,1.018,0,1,0,0,12,23,23,12,69,63,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",35,34
"54395","y72qN",1902386,132,2,0.747,0,0,1,0,30,35,30,35,78,32,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",24,29
"54398","y72qN",1906320,133,2,2.398,0,1,1,1,0,1,0,1,33,65,"abstral-official-cyOKLSgkgCE-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",32,28
"54401","y72qN",1908604,134,2,0.75,1,0,0,1,13,33,33,13,39,32,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",24,25
"54404","y72qN",1911064,135,2,0.927,0,1,0,0,25,3,3,25,42,67,"art-hauntington-jzY0KRJopEI-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",30,26
"54407","y72qN",1913510,136,2,0.906,1,0,0,1,4,46,46,4,76,35,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",28,32
"54410","y72qN",1915757,137,2,0.703,1,1,1,1,48,46,48,46,55,76,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",35,28
"54413","y72qN",1917963,138,2,0.675,1,0,0,1,13,46,46,13,76,32,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",28,25
"54416","y72qN",1920416,139,2,0.913,0,0,1,0,43,5,43,5,59,32,"raamin-ka-0qJBEzudn5E-unsplash.jpg","batel-studio-ttSRjiYG_WM-unsplash.jpg",31,25
"54419","y72qN",1922843,140,2,0.889,0,0,1,0,25,35,25,35,67,32,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",26,29
"54422","y72qN",1925399,141,2,1.013,0,0,1,0,37,41,37,41,73,64,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",27,33
"54425","y72qN",1927737,142,2,0.801,0,1,0,0,12,3,3,12,42,63,"art-hauntington-jzY0KRJopEI-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",30,34
"54428","y72qN",1930160,143,2,0.891,1,1,1,1,47,6,47,6,67,46,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",29,31
"54432","y72qN",1937072,144,3,1.684,0,1,0,0,37,35,35,37,32,73,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",29,27
"54435","y72qN",1939405,145,3,0.802,0,0,1,0,43,35,43,35,59,32,"raamin-ka-0qJBEzudn5E-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",31,29
"54438","y72qN",1941657,146,3,0.719,0,0,1,0,25,35,25,35,67,32,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",26,29
"54441","y72qN",1943877,147,3,0.675,1,1,1,1,29,46,29,46,78,76,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",30,28
"54444","y72qN",1946066,148,3,0.648,1,1,1,1,4,46,4,46,35,76,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",32,28
"54447","y72qN",1948246,149,3,0.644,0,0,1,0,25,5,25,5,67,32,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","batel-studio-ttSRjiYG_WM-unsplash.jpg",26,25
"54450","y72qN",1950399,150,3,0.614,1,0,0,1,47,26,26,47,72,67,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",34,29
"54453","y72qN",1952590,151,3,0.655,0,0,1,0,1,0,1,0,65,33,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",28,32
"54456","y72qN",1954875,152,3,0.74,1,1,1,1,29,26,29,26,78,72,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",30,34
"54459","y72qN",1956960,153,3,0.544,1,1,1,1,48,33,48,33,55,39,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",35,24
"54462","y72qN",1959176,154,3,0.674,1,0,0,1,13,38,38,13,49,32,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",26,25
"54465","y72qN",1961762,155,3,1.044,1,0,0,1,45,33,33,45,39,39,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",24,33
"54468","y72qN",1964382,156,3,1.08,0,1,0,0,25,41,41,25,64,67,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",33,26
"54471","y72qN",1966851,157,3,0.934,0,1,0,0,43,41,41,43,64,59,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",33,31
"54474","y72qN",1969422,158,3,1.037,0,0,1,0,1,35,1,35,65,32,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",28,29
"54477","y72qN",1971953,159,3,1,0,0,1,0,12,41,12,41,63,64,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",34,33
"54480","y72qN",1974188,160,3,0.703,0,1,0,0,1,3,3,1,42,65,"art-hauntington-jzY0KRJopEI-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",30,28
"54483","y72qN",1976453,161,3,0.718,1,0,0,1,45,11,11,45,34,39,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",27,33
"54486","y72qN",1979197,162,3,1.213,0,1,0,0,25,23,23,25,69,67,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",35,26
"54489","y72qN",1981462,163,3,0.728,0,1,0,0,43,5,5,43,32,59,"batel-studio-ttSRjiYG_WM-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",25,31
"54492","y72qN",1983645,164,3,0.644,1,0,0,1,47,6,6,47,46,67,"ben-o-bro-C5XyLljkMrY-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",31,29
"54495","y72qN",1985845,165,3,0.66,0,0,1,0,30,23,30,23,78,69,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",24,35
"54498","y72qN",1988219,166,3,0.834,1,1,1,1,13,6,13,6,32,46,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",25,31
"54501","y72qN",1990470,167,3,0.718,1,0,0,1,48,38,38,48,49,55,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",26,35
"54504","y72qN",1993143,168,3,1.144,1,0,0,1,47,11,11,47,34,67,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",27,29
"54507","y72qN",1995258,169,3,0.575,0,1,0,0,30,35,35,30,32,78,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",29,24
"54510","y72qN",1997599,170,3,0.799,0,1,1,1,0,43,0,43,33,59,"abstral-official-cyOKLSgkgCE-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",32,31
"54513","y72qN",1999721,171,3,0.584,0,1,0,0,12,23,23,12,69,63,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",35,34
"54516","y72qN",2001838,172,3,0.572,0,1,0,0,37,5,5,37,32,73,"batel-studio-ttSRjiYG_WM-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",25,27
"54519","y72qN",2004047,173,3,0.665,0,1,0,0,25,3,3,25,42,67,"art-hauntington-jzY0KRJopEI-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",30,26
"54522","y72qN",2006306,174,3,0.722,0,0,1,0,37,3,37,3,73,42,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",27,30
"54525","y72qN",2008421,175,3,0.571,1,1,0,0,26,45,45,26,39,72,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",33,34
"54528","y72qN",2010863,176,3,0.897,1,1,1,1,13,26,13,26,32,72,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",25,34
"54531","y72qN",2013216,177,3,0.816,1,1,1,1,45,46,45,46,39,76,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",33,28
"54534","y72qN",2017259,178,3,NA,1,0,NA,NA,NA,NA,33,29,39,78,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",24,30
"54537","y72qN",2020465,179,3,0.667,1,0,0,1,47,38,38,47,49,67,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",26,29
"54540","y72qN",2022845,180,3,0.847,0,0,1,0,30,41,30,41,78,64,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",24,33
"54543","y72qN",2025093,181,3,0.712,0,0,1,0,37,23,37,23,73,69,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",27,35
"54546","y72qN",2027446,182,3,0.816,0,0,0,1,0,12,12,0,63,33,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",34,32
"54549","y72qN",2029576,183,3,0.593,1,1,1,1,47,46,47,46,67,76,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",29,28
"54552","y72qN",2031786,184,3,0.671,0,1,0,0,30,5,5,30,32,78,"batel-studio-ttSRjiYG_WM-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",25,24
"54555","y72qN",2034074,185,3,0.758,0,1,1,1,0,30,0,30,33,78,"abstral-official-cyOKLSgkgCE-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",32,24
"54558","y72qN",2036350,186,3,0.736,0,0,1,0,1,23,1,23,65,69,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",28,35
"54561","y72qN",2038649,187,3,0.767,1,1,1,1,48,6,48,6,55,46,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",35,31
"54564","y72qN",2041028,188,3,0.847,0,0,1,0,12,35,12,35,63,32,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",34,29
"54567","y72qN",2043108,189,3,0.543,1,1,1,1,13,11,13,11,32,34,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",25,27
"54570","y72qN",2045245,190,3,0.598,1,0,0,1,4,6,6,4,46,35,"ben-o-bro-C5XyLljkMrY-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",31,32
"54573","y72qN",2047612,191,3,0.831,1,0,0,1,29,11,11,29,34,78,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",27,30
"54576","y72qN",2049715,192,3,0.567,0,1,0,0,30,3,3,30,42,78,"art-hauntington-jzY0KRJopEI-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",30,24
"54579","y72qN",2051897,193,3,0.649,1,1,1,1,4,26,4,26,35,72,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",32,34
"54582","y72qN",2054237,194,3,0.806,1,0,0,1,48,11,11,48,34,55,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",27,35
"54585","y72qN",2056384,195,3,0.604,1,1,1,1,29,6,29,6,78,46,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",30,31
"54588","y72qN",2058702,196,3,0.773,1,0,0,1,13,33,33,13,39,32,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",24,25
"54591","y72qN",2060913,197,3,0.664,1,0,0,1,13,46,46,13,76,32,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",28,25
"54594","y72qN",2063242,198,3,0.795,0,1,0,0,37,41,41,37,64,73,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",33,27
"54597","y72qN",2065475,199,3,0.695,1,0,0,1,45,6,6,45,46,39,"ben-o-bro-C5XyLljkMrY-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",31,33
